kode,kategori,nama
1102162014,Kelurahan,Tuah Kekhine
1102162015,Kelurahan,Punce Nali
1102162016,Kelurahan,Sade Ate
1102162017,Kelurahan,Akhih Majile
1102162018,Kelurahan,Ukhat Peseluk
1102162019,Kelurahan,Tunas Mude
1102162020,Kelurahan,Gaye Sendah
1102162021,Kelurahan,Kute Hakhapen
1102162022,Kelurahan,Kompas
1102162023,Kelurahan,Sepakat
1103,Kota Kabupaten,Kab. Aceh Timur
110301,Kecamatan,Darul Aman
1103012001,Kelurahan,Alue Luddin Sa
1103012002,Kelurahan,Alue Luddin Dua
1103012003,Kelurahan,Alue Dalam
1103012004,Kelurahan,Dama Pulo Sa
1103012005,Kelurahan,Dama Pulo Dua
1103012006,Kelurahan,Buket Kulam
1103012007,Kelurahan,Seuneubok Teungoh
1103012008,Kelurahan,Jungka Gajah
1103012009,Kelurahan,Seuneubok Simpang
1103012010,Kelurahan,Matang Pineung
1103012011,Kelurahan,Lhok Geulumpang
1103012012,Kelurahan,Blang Buket
1103012013,Kelurahan,Meunasah Keutapang
1103012014,Kelurahan,Buket Rumia
1103012015,Kelurahan,Alue Gadeng
1103012016,Kelurahan,Kapai Baro
1103012017,Kelurahan,Seuneubok  Tuha Sa
1103012018,Kelurahan,Seuneubok  Tuha Dua
1103012019,Kelurahan,Seuneubok  Buloh
1103012020,Kelurahan,Gaseh Sayang
1103012021,Kelurahan,Alue Lhok
1103012022,Kelurahan,Trieng Gadeng
1103012023,Kelurahan,Grong-Grong
1103012024,Kelurahan,Matang Geuto
1103012025,Kelurahan,Alue Merbo
1103012026,Kelurahan,Buket Raya
1103012027,Kelurahan,Gampong Keude
1103012028,Kelurahan,Peukan Idi Cut
1103012029,Kelurahan,Gampong Beunot
1103012030,Kelurahan,Seuneubok  Baroh
1103012031,Kelurahan,Teupin Drum
1103012032,Kelurahan,Kuala Idi Cut
1103012034,Kelurahan,Seuneubok  Aceh
1103012035,Kelurahan,Gampong Baro
1103012036,Kelurahan,Bagok Panah Sa
1103012037,Kelurahan,Bagok Panah Dua
1103012038,Kelurahan,Bagok Panah Lhee
1103012039,Kelurahan,Bagok Panah Peut
1103012040,Kelurahan,Buket Tualang
1103012041,Kelurahan,Keumuneng Sa
1103012042,Kelurahan,Keumuneng Dua
1103012043,Kelurahan,Keumuneng Lhee
1103012044,Kelurahan,Keumuneng Peut
1103012045,Kelurahan,Keumuneng Limong
1103012046,Kelurahan,Meunasah Blang
110302,Kecamatan,Julok
1103022001,Kelurahan,Blang Keumahang
1103022002,Kelurahan,Blang Jambee
1103022003,Kelurahan,Keumuneng
1103022004,Kelurahan,Ladang Baro
1103022005,Kelurahan,Buket Panyang
1103022006,Kelurahan,Seuneubok  Rambong
1103022007,Kelurahan,Seuneubok  Baro
1103022008,Kelurahan,Blang Mideun
1103022009,Kelurahan,Paya Bakong
1103022010,Kelurahan,Teupin Raya
1103022011,Kelurahan,Lhok Rambong
1103022012,Kelurahan,Julok Tunong
1103022013,Kelurahan,Ulee Ateung
1103022014,Kelurahan,Ulee Blang
1103022015,Kelurahan,Labuhan
1103022016,Kelurahan,Naleung
1103022017,Kelurahan,Mane Rampak
1103022018,Kelurahan,Matang
1103022019,Kelurahan,Blang Uyok
1103022020,Kelurahan,Blang Pauh Sa
1103022021,Kelurahan,Blang Pauh Dua
1103022022,Kelurahan,Ulee Tanoh
1103022023,Kelurahan,Keude Kuta Binjei
1103022024,Kelurahan,Bukit Seroja
1103022025,Kelurahan,Kuala Geulumpang
1103022026,Kelurahan,Gampong Baro
1103022027,Kelurahan,Tumpok Teungoh
1103022028,Kelurahan,Seumatang
1103022029,Kelurahan,Ujong Tunong
1103022030,Kelurahan,Bukit Dindeng
1103022031,Kelurahan,Paya Pasi
1103022032,Kelurahan,Alue Cek Doi
1103022033,Kelurahan,Blang Gleum
1103022034,Kelurahan,Tanjong Tok Blang
1103022035,Kelurahan,Buket Makmu
1103022036,Kelurahan,Lhok Seuntang
1103022037,Kelurahan,Simpang Lhee
110303,Kecamatan,Idi Rayeuk
1103032001,Kelurahan,Gampong Jawa
1103032002,Kelurahan,Keude Blang
1103032003,Kelurahan,Tanoh Anoe
1103032004,Kelurahan,Kuala Peudawa Puntong
1103032005,Kelurahan,Gampong Aceh
1103032006,Kelurahan,Kuta Blang
1103032007,Kelurahan,Gampong Tanjong
1103032008,Kelurahan,Blang Geulumpang
1103032009,Kelurahan,Meunasah  Pu'uk
1103032010,Kelurahan,Bantayan Timu
1103032011,Kelurahan,Keutapang  Mameh
1103032012,Kelurahan,Seuneubok  Rambong
1103032013,Kelurahan,Kuala Idi
1103032014,Kelurahan,Keude Aceh
1103032023,Kelurahan,Seuneubok Bacee
1103032029,Kelurahan,Titi Baro
1103032047,Kelurahan,Tanjong Kapai
1103032048,Kelurahan,Alue Dua Muka O
1103032049,Kelurahan,Alue Dua Muka S
1103032050,Kelurahan,Ulee Blang
1103032051,Kelurahan,Buket Jok
1103032052,Kelurahan,Buket Meulinteung
1103032053,Kelurahan,Gampong Jalan
1103032054,Kelurahan,Teupin Batee
1103032055,Kelurahan,Buket Langa
1103032056,Kelurahan,Buket Pala
1103032057,Kelurahan,Buket Juara
1103032058,Kelurahan,Seuneubok Tutong
1103032059,Kelurahan,Seuneubok Tuha
1103032060,Kelurahan,Sampoimah
1103032061,Kelurahan,Dama pulo
1103032062,Kelurahan,Gureb Blang
1103032064,Kelurahan,Gampong Baro
1103032065,Kelurahan,Seuneubok Teungoh P.Puntong
1103032067,Kelurahan,Kuta Lawah
110304,Kecamatan,Birem Bayeun
1103042001,Kelurahan,Jambo Labu
1103042002,Kelurahan,Alue Canang
1103042003,Kelurahan,Alue Drien
1103042004,Kelurahan,Buket Tiga
1103042005,Kelurahan,Benteng
1103042006,Kelurahan,Afeling II Bukit
1103042007,Kelurahan,Keumuneng  Hulu
1103042008,Kelurahan,Peutow
1103042009,Kelurahan,Alue Buloh
1103042010,Kelurahan,Alue Teh
1103042011,Kelurahan,Paya Rambong
1103042012,Kelurahan,Alue Gadeng SA
1103042013,Kelurahan,Paya Tampah
1103042014,Kelurahan,Paya Bili Dua
1103042015,Kelurahan,Paya Bili Sa
1103042016,Kelurahan,Paya Peulawi
1103042017,Kelurahan,Keude Birem
1103042018,Kelurahan,Bayeun
1103042019,Kelurahan,Aramiyah
1103042020,Kelurahan,Blang Tualang
1103042021,Kelurahan,Buket Seuleumak
1103042022,Kelurahan,Birem Rayeuk
1103042023,Kelurahan,Alue Gadeng
1103042024,Kelurahan,Alue Gadeng Dua
1103042025,Kelurahan,Alue Sentang
1103042026,Kelurahan,Merbou Dua
1103042027,Kelurahan,Alue Nyamoek
110305,Kecamatan,Serbajadi
1103052001,Kelurahan,Lokop
1103052002,Kelurahan,Terujak
1103052003,Kelurahan,Tualang
1103052004,Kelurahan,Leles
1103052005,Kelurahan,Ujung Karang
1103052006,Kelurahan,Nalon
1103052007,Kelurahan,Jering
1103052008,Kelurahan,Loot
1103052009,Kelurahan,Seku Alan
1103052010,Kelurahan,Sunti
1103052011,Kelurahan,Umah Taring
1103052012,Kelurahan,Bunin
1103052013,Kelurahan,Sembuang
1103052014,Kelurahan,Seuleumak
1103052015,Kelurahan,Mesir
1103052016,Kelurahan,Rampah
1103052022,Kelurahan,Arul Durin
110306,Kecamatan,Nurussalam
1103062001,Kelurahan,Keude Bagok Sa
1103062002,Kelurahan,Keude Bagok Dua
1103062003,Kelurahan,Asan Tanjong
1103062004,Kelurahan,Bantayan
1103062005,Kelurahan,Matang Seuleumak
1103062006,Kelurahan,Teupin Pukat
1103062007,Kelurahan,Matang Neuheun
1103062008,Kelurahan,Kuala Bagok
1103062009,Kelurahan,Meunasah  Teungoh
1103062010,Kelurahan,Medang Ara
1103062011,Kelurahan,Peulawi
1103062012,Kelurahan,Baroh Bugeng
1103062013,Kelurahan,Seumatang  Aron
1103062014,Kelurahan,Blang Panjou
1103062025,Kelurahan,Pulo U
1103062026,Kelurahan,Cot Asan
1103062027,Kelurahan,Paya Enjee
1103062028,Kelurahan,Seuleumak Muda
1103062029,Kelurahan,Matang Panyang
1103062030,Kelurahan,Meunasah Hagu
1103062031,Kelurahan,Matang Kunyet
1103062032,Kelurahan,Buket Panjou
1103062033,Kelurahan,Buket Meurak
1103062034,Kelurahan,Buket Panyang
1103062035,Kelurahan,Seuneubok Dalam
1103062036,Kelurahan,Gampong Mesjid
1103062037,Kelurahan,Alue Siwah Serdang
1103062038,Kelurahan,Gampong Lhee
1103062039,Kelurahan,Beurandang
1103062040,Kelurahan,Gampong Jalan
1103062041,Kelurahan,Seuneubok Rambong
110307,Kecamatan,Peureulak
1103072001,Kelurahan,Pasir Putih
1103072002,Kelurahan,Tualang
1103072003,Kelurahan,Keude Peureulak
1103072004,Kelurahan,Leuge
1103072005,Kelurahan,Uteun Dama
1103072006,Kelurahan,Punti
1103072007,Kelurahan,Alue Dua Paya Gajah
1103072008,Kelurahan,Blang Bitra
1103072009,Kelurahan,Kuala Bugak
1103072010,Kelurahan,Paya Lipah
1103072011,Kelurahan,Seumatang  Muda Itam
1103072012,Kelurahan,Lhok Dalam
1103072013,Kelurahan,Beusa Meuranoe
1103072014,Kelurahan,Bangka Rimung
1103072015,Kelurahan,Tanoh Rata
1103072016,Kelurahan,Bandrong
1103072017,Kelurahan,Blang Balok
1103072018,Kelurahan,Cot Muda Itam
1103072019,Kelurahan,Keumuneng
1103072020,Kelurahan,Kuala Leuge
1103072021,Kelurahan,Balee Buya
1103072022,Kelurahan,Alue Nibong
1103072023,Kelurahan,Seuneubok Peusangan
1103072024,Kelurahan,Seuneubok Aceh
1103072025,Kelurahan,Seuneubok Pidie
1103072026,Kelurahan,Dama Tutong
1103072027,Kelurahan,Matang Gleum
1103072028,Kelurahan,Lubok Pempeng
1103072029,Kelurahan,Buket Pala
1103072030,Kelurahan,Paya Kalui
1103072031,Kelurahan,Cek Mbon
1103072032,Kelurahan,Paya Meuligou
1103072033,Kelurahan,Blang Simpo
1103072034,Kelurahan,Blang Batee
1103072035,Kelurahan,Matang Peulawi
1103072036,Kelurahan,Cot Geulumpang
1103072037,Kelurahan,Alue Rambong
1103072038,Kelurahan,Cot Keh
110308,Kecamatan,Rantau Selamat
1103082001,Kelurahan,Bayeun
1103082002,Kelurahan,Rantau Panjang
1103082003,Kelurahan,Alue Raya
1103082004,Kelurahan,Alue Kumba
1103082005,Kelurahan,Seuneubok  Dalam
1103082006,Kelurahan,Alue Seuleumak
1103082007,Kelurahan,Sarah Kayee
1103082008,Kelurahan,Damar Siput
1103082009,Kelurahan,Simpang Peut
1103082010,Kelurahan,Simpang Aneuh
1103082011,Kelurahan,Alue Punti
1103082012,Kelurahan,Alue Kaul
1103082013,Kelurahan,Sarah Teube
1103082014,Kelurahan,Alue Tuwi
110309,Kecamatan,Simpang Ulim
1103092001,Kelurahan,Peulalu
1103092002,Kelurahan,Nicah Awe
1103092003,Kelurahan,Alue Buloh Sa
1103092004,Kelurahan,Alue Buloh Dua
1103092005,Kelurahan,Teupin Breuh
1103092006,Kelurahan,Matang Rayeuk
1103092007,Kelurahan,Matang Kumbang
1103092008,Kelurahan,Blang Nie
1103092010,Kelurahan,Bantayan
1103092011,Kelurahan,Matang Weng
1103092012,Kelurahan,Alue Mulieng
1103092013,Kelurahan,Pucok Alue Dua
1103092014,Kelurahan,Gampong Blang
1103092015,Kelurahan,Keude Tuha
1103092016,Kelurahan,Kuala Simpang Ulim
1103092017,Kelurahan,Lampoh Rayeuk
1103092018,Kelurahan,Teupin Mamplam
1103092019,Kelurahan,Titi Baroh
1103092020,Kelurahan,Pucok Alue Sa
1103092021,Kelurahan,Pucok Alue Barat
1103092022,Kelurahan,Arakundo
1103092023,Kelurahan,Gampong Baro
1103092024,Kelurahan,Matang Seupeng
110310,Kecamatan,Rantau Peureulak
1103102001,Kelurahan,Paya Unou
1103102002,Kelurahan,Seuneubok  Johan
1103102003,Kelurahan,Seuneubok  Baro
1103102004,Kelurahan,Pulo Blang
1103102005,Kelurahan,Blang Barom
1103102006,Kelurahan,Seuneubok Dalam
1103102007,Kelurahan,Seuleumak Muda
1103102008,Kelurahan,Bhom Lama
1103102009,Kelurahan,Pasi Puteh
1103102010,Kelurahan,Alue Dua
1103102011,Kelurahan,Buket Pala
1103102012,Kelurahan,Mata Ie
1103102013,Kelurahan,Alue Udep
1103102014,Kelurahan,Seumali
1103102015,Kelurahan,Punti Payong
1103102016,Kelurahan,Paya Palas
1103102017,Kelurahan,Tampak
1103102018,Kelurahan,Kliet
1103102019,Kelurahan,Alue Geunteng
1103102020,Kelurahan,Pertamina
1103102021,Kelurahan,Alue Batee
1103102022,Kelurahan,Beurandang
1103102024,Kelurahan,Seumanah  Jaya
110311,Kecamatan,Pante Bidari
1103112001,Kelurahan,Blang Seunong
1103112002,Kelurahan,Suka Damai
1103112003,Kelurahan,Pante Labu
1103112004,Kelurahan,Pante Rambong
1103112005,Kelurahan,Alue Ie Mirah
1103112006,Kelurahan,Seuneubok  Tuha
1103112007,Kelurahan,Seuneubok  Saboh
1103112008,Kelurahan,Buket Kareung
1103112009,Kelurahan,Buket Bata
1103112010,Kelurahan,Meunasah  Tunong
1103112011,Kelurahan,Meunasah  Teungoh
1103112012,Kelurahan,Keude Baro
1103112013,Kelurahan,Matang Perlak
1103112014,Kelurahan,Grong-grong
1103112015,Kelurahan,Matang Kruet
1103112016,Kelurahan,Meunasah Leubok
1103112017,Kelurahan,Pante Panah
1103112018,Kelurahan,Paya Demam Sa
1103112019,Kelurahan,Paya Demam Dua
1103112020,Kelurahan,Paya Demam Lhee
1103112021,Kelurahan,Matang Pudeng
1103112022,Kelurahan,Putoh Sa
1103112023,Kelurahan,Putoh Dua
1103112024,Kelurahan,Sah Raja
1103112025,Kelurahan,Sijudo
110312,Kecamatan,Madat
1103122001,Kelurahan,Madat
1103122002,Kelurahan,Matang Keupula Sa
1103122003,Kelurahan,Matang Keupula Dua
1103122004,Kelurahan,Matang Keupula Lhee
1103122005,Kelurahan,Ulee Ateung
1103122006,Kelurahan,Blang Ubit
1103122007,Kelurahan,Matang Guru
1103122008,Kelurahan,Pantee Bayam
1103122009,Kelurahan,Meunasah  Asan
1103122010,Kelurahan,Meunasah  Tingkeum
1103122011,Kelurahan,Lueng Dua
1103122012,Kelurahan,Lueng Peut
1103122013,Kelurahan,Paya Demam Peut
1103122014,Kelurahan,Abeuk Geulanteu
1103122015,Kelurahan,Rambong Lop
1103122016,Kelurahan,Tanjong Ara
1103122017,Kelurahan,Matang Jrok
1103122018,Kelurahan,Paya Naden
1103122019,Kelurahan,Tanjong Minjei
1103122020,Kelurahan,Pante Merbo
1103122021,Kelurahan,Blang Awe
1103122022,Kelurahan,Bintah
1103122023,Kelurahan,Seuneubok Pidie
1103122024,Kelurahan,Blang Andam
1103122025,Kelurahan,Matang Nibong
1103122026,Kelurahan,Lueng Sa
110313,Kecamatan,Indra Makmu
1103132001,Kelurahan,Seuneubok Bayu
1103132002,Kelurahan,Alue Ie Itam
1103132003,Kelurahan,Blang Nisan
1103132004,Kelurahan,Bandar Baro
1103132005,Kelurahan,Alue Patong
1103132006,Kelurahan,Alue Ie Mirah
1103132007,Kelurahan,Suka Makmur
1103132008,Kelurahan,Jambo Balee
1103132009,Kelurahan,Jambo Lubok
1103132010,Kelurahan,Seuneubok  Cina
1103132011,Kelurahan,Pelita Sagop Jaya
1103132012,Kelurahan,Perkebunan  Julok Rayeuk Selatan
1103132013,Kelurahan,Perkebunan  Julok Rayeuk Utara
110314,Kecamatan,Idi Tunong
1103142001,Kelurahan,Seuneubok  Buloh
1103142002,Kelurahan,Seuneubok  Baro
1103142003,Kelurahan,Seuneubok  Meureudu
1103142004,Kelurahan,Seuneubok  Teupin Panah
1103142005,Kelurahan,Teupin Panah
1103142006,Kelurahan,Gampong Keumuneng
1103142007,Kelurahan,Keude Keumuneng
1103142008,Kelurahan,Keumuneng  Lhok
1103142009,Kelurahan,Paya Awee
1103142010,Kelurahan,Paya Gaboh
1103142011,Kelurahan,Padang Kasah
1103142012,Kelurahan,Buket Teukuh
1103142013,Kelurahan,Buket Pu'uk
1103142014,Kelurahan,Blang Minjei
1103142015,Kelurahan,Alue Kumbang A
1103142016,Kelurahan,Alue Kumbang M
1103142017,Kelurahan,Alue Lhok
1103142018,Kelurahan,Seuneubok Buya
1103142019,Kelurahan,Seuneubok Drien
1103142020,Kelurahan,Bantayan Barat
1103142021,Kelurahan,Blang Guci
1103142022,Kelurahan,Buket Rumiya
1103142023,Kelurahan,Seuneubok  Punti
1103142024,Kelurahan,Seuneubok  Jalan
1103142025,Kelurahan,Seuneubok  Dalam
110315,Kecamatan,Banda Alam
1103152001,Kelurahan,Jalan Dua
1103152002,Kelurahan,Jambo Reuhat
1103152003,Kelurahan,Seuneubok  Benteng
1103152004,Kelurahan,Seuneubok  Pango
1103152005,Kelurahan,Seuneubok  Simpang
1103152006,Kelurahan,Seuneubok  Kandang
1103152007,Kelurahan,Ulee Jalan
1103152008,Kelurahan,Uram Jalan
1103152009,Kelurahan,Seuneubok  Bayu
1103152010,Kelurahan,Blang Rambong
1103152011,Kelurahan,Buket Drien
1103152012,Kelurahan,Panton Rayeuk A
1103152013,Kelurahan,Panton Rayeuk B
1103152014,Kelurahan,Panton Rayeuk M
1103152015,Kelurahan,Panton Rayeuk T
1103152016,Kelurahan,Paya Laman
110316,Kecamatan,Peudawa
1103162001,Kelurahan,Gampong Keude
1103162002,Kelurahan,Meunasah Krueng
1103162003,Kelurahan,Kuta Baro
1103162004,Kelurahan,Alue Batee
1103162005,Kelurahan,Matang Rayeuk
1103162006,Kelurahan,Paya Bili Dua
1103162007,Kelurahan,Alue Ie Itam
1103162008,Kelurahan,Asan Rampak
1103162009,Kelurahan,Gampong Kuala
1103162010,Kelurahan,Paya Dua
1103162011,Kelurahan,Seuneubok Teungoh
1103162012,Kelurahan,Buket Kuta
1103162013,Kelurahan,Sama Dua
1103162014,Kelurahan,Blang Kuta
1103162015,Kelurahan,Blang Buket
1103162016,Kelurahan,Seuneubok  Peunteut
1103162017,Kelurahan,Paya Bili Sa
110317,Kecamatan,Peureulak  Timur
1103172001,Kelurahan,Babah Krueng
1103172002,Kelurahan,Kruet Lintang
1103172003,Kelurahan,Jengki
1103172004,Kelurahan,Buket Meriam
1103172005,Kelurahan,Alue Gureb
1103172006,Kelurahan,Seuneubok  Teupin
1103172007,Kelurahan,Seuneubok  Teungoh
1103172008,Kelurahan,Alue Bugeng
1103172009,Kelurahan,Seuneubok  Punti
1103172010,Kelurahan,Seumatang  Keude
1103172011,Kelurahan,Seuneubok  Jalan
1103172012,Kelurahan,Seuneubok  Paya
1103172013,Kelurahan,Alue Tho
1103172014,Kelurahan,Seuneubok  Rawang
1103172015,Kelurahan,Alue Bu Alue Nireh
1103172016,Kelurahan,Seuneubok  Dalam
1103172017,Kelurahan,Seuneubok Lapang
1103172018,Kelurahan,Gelanggang Meurak
1103172019,Kelurahan,Alue Bu Alue Lhok
1103172020,Kelurahan,Tualang Pateng
110318,Kecamatan,Peureulak Barat
1103182001,Kelurahan,Beusa Seberang
1103182002,Kelurahan,Mon Geudong
1103182003,Kelurahan,Paya Seungat
1103182004,Kelurahan,Teumpeun
1103182005,Kelurahan,Alue Bu Tuha
1103182006,Kelurahan,Alue Bu Jalan
1103182007,Kelurahan,Tanjong Tualang
1103182008,Kelurahan,Beringen
1103182009,Kelurahan,Kebon Tempeun
1103182010,Kelurahan,Paya Gajah
1103182011,Kelurahan,Kabu
1103182012,Kelurahan,Paya Biek
1103182013,Kelurahan,Beusa Baroh
1103182014,Kelurahan,Alue Bu Jalan Baroh
1103182015,Kelurahan,Alue Bu Tunong
110319,Kecamatan,Sungai Raya
1103192001,Kelurahan,Alue Rangan
1103192002,Kelurahan,Geulumpang  Payong
1103192003,Kelurahan,Labuhan Keudee
1103192004,Kelurahan,Buket Seulamat
1103192005,Kelurahan,Buket Drien
1103192006,Kelurahan,Alue Itam
1103192007,Kelurahan,Paya Keutapang
1103192008,Kelurahan,Gajah Mentah
1103192009,Kelurahan,Seuneubok  Pase
1103192010,Kelurahan,Seuneubok  Aceh
1103192011,Kelurahan,Krueng Lingka
1103192012,Kelurahan,Sungai Simpang
1103192013,Kelurahan,Kuala Parek
110320,Kecamatan,Simpang Jernih
1103202001,Kelurahan,Simpang Jernih
1103202002,Kelurahan,Batu Sumbang
1103202003,Kelurahan,Pante Kera
1103202004,Kelurahan,Rantau Panjang
1103202005,Kelurahan,Melidi
1103202006,Kelurahan,Tampur Paloh
1103202007,Kelurahan,Tampur Boor
1103202008,Kelurahan,HTI Rantau Naro
110321,Kecamatan,Darul Ihsan
1103212001,Kelurahan,Meudang Ara
1103212002,Kelurahan,Gunong Putoh
1103212003,Kelurahan,Meunasah  Aroen
1103212004,Kelurahan,Keude Dua
1103212005,Kelurahan,Seuneubok  Lapang
1103212006,Kelurahan,Alue Jangat
1103212007,Kelurahan,Buket Peulawi
1103212008,Kelurahan,Lhok Panjoe
1103212009,Kelurahan,Seuneubok  Aceh Baro
1103212010,Kelurahan,Pulo Blang
1103212011,Kelurahan,Lhok Dalam
1103212012,Kelurahan,Lhok Leumak
1103212013,Kelurahan,Seuneubok  Kulam
1103212014,Kelurahan,Panton Meurebo
1103212015,Kelurahan,Seuneubok  Teungoh
1103212016,Kelurahan,Lhok Meureu
110322,Kecamatan,Darul Falah
1103222001,Kelurahan,Tunong Bugeng
1103222002,Kelurahan,Cempeudak
1103222003,Kelurahan,Buket Tufah
1103222004,Kelurahan,Tunong Ulee Gajah
1103222005,Kelurahan,Keudondong
1103222006,Kelurahan,Seuneubok Panton
1103222007,Kelurahan,Buket Teumpeun
1103222008,Kelurahan,Keude Blang
1103222009,Kelurahan,Paya Kruep
1103222010,Kelurahan,Tunong Paya Kruep
1103222011,Kelurahan,Alue Siwah
110323,Kecamatan,Idi Timur
1103232001,Kelurahan,Keutapang Dua
1103232002,Kelurahan,Matang Rayeuk PP
1103232003,Kelurahan,Meunasah Jeumpa
1103232004,Kelurahan,Lhok Asahan
1103232005,Kelurahan,Tualang Dalam
1103232006,Kelurahan,Seuneubok Kuyun
1103232007,Kelurahan,Ulee Glee
1103232008,Kelurahan,Seuneubok  Barat
1103232009,Kelurahan,Seuneubok  Teungoh
1103232010,Kelurahan,Seuneubok  Timu
1103232011,Kelurahan,Matang Bungong
1103232012,Kelurahan,Matang Rayeuk SMK
1103232013,Kelurahan,Seuneubok  Dalam
110324,Kecamatan,Peunaron
1103242001,Kelurahan,Arul Pinang
1103242002,Kelurahan,Peunaron Baru
1103242003,Kelurahan,Peunaron Lama
1103242004,Kelurahan,Bukit Tiga
1103242006,Kelurahan,Sri Mulya
1104,Kota Kabupaten,Kab. Aceh Tengah
110401,Kecamatan,Linge
1104012003,Kelurahan,Delung Sekinel
1104012005,Kelurahan,Gelampang Gading
1104012006,Kelurahan,Gewat
1104012008,Kelurahan,Jamat
1104012009,Kelurahan,Kemerleng
1104012010,Kelurahan,Kute Baru
1104012011,Kelurahan,Kute Keramil
1104012012,Kelurahan,Kute Rayang
1104012013,Kelurahan,Kute Riyem
1104012014,Kelurahan,Kute Robel
1104012015,Kelurahan,Linge
1104012016,Kelurahan,Lumut
1104012018,Kelurahan,Mungkur
1104012019,Kelurahan,Owaq
1104012020,Kelurahan,Pantan Nangka
1104012021,Kelurahan,Penarun
1104012022,Kelurahan,Simpang Tige Uning
1104012023,Kelurahan,Umang
1104012024,Kelurahan,Despot Linge
1104012025,Kelurahan,Gemboyah
1104012031,Kelurahan,Arul Item
1104012032,Kelurahan,Ise-Ise
1104012033,Kelurahan,Kute Reje
1104012034,Kelurahan,Reje Payung
1104012035,Kelurahan,Pantan Reduk
1104012036,Kelurahan,Antara
110402,Kecamatan,Silih Nara
1104022001,Kelurahan,Arul Gele
1104022002,Kelurahan,Arul Kumer
1104022003,Kelurahan,Burni Bius
1104022004,Kelurahan,Genting Gerbang
1104022005,Kelurahan,Gunung Singit
1104022007,Kelurahan,Pepayungan Angkup
1104022008,Kelurahan,Remesen
1104022009,Kelurahan,Rutih
1104022010,Kelurahan,Semelit Mutiara
1104022012,Kelurahan,Wih Porak
1104022013,Kelurahan,Wih Bakong
1104022014,Kelurahan,Wihni Durin
1104022016,Kelurahan,Arul Putih
1104022017,Kelurahan,Arul Relem
1104022018,Kelurahan,Burni Bius Baru
1104022019,Kelurahan,Jerata
1104022022,Kelurahan,Paya Beke
1104022023,Kelurahan,Paya Pelu
1104022026,Kelurahan,Rebe Gedung
1104022027,Kelurahan,Reremal
1104022029,Kelurahan,Senehen
1104022030,Kelurahan,Simpang Kemili
1104022031,Kelurahan,Tenebuk Kampung Baru
1104022032,Kelurahan,Terang Engon
1104022033,Kelurahan,Wih Pesam
1104022034,Kelurahan,Bius Utama
1104022035,Kelurahan,Meker Indah
1104022036,Kelurahan,Mulie Jadi
1104022037,Kelurahan,Wih Bersih
1104022038,Kelurahan,Wih Sagi Indah
1104022039,Kelurahan,Arul Kumer Barat
1104022040,Kelurahan,Arul Kumer Timur
1104022041,Kelurahan,Arul Kumer Selatan
110403,Kecamatan,Bebesen
1104032001,Kelurahan,Blang Kolak I
1104032002,Kelurahan,Bebesan
1104032003,Kelurahan,Mongal
1104032004,Kelurahan,Daling
1104032005,Kelurahan,Tensaran
1104032006,Kelurahan,Lelabu
1104032007,Kelurahan,Blang Gele
1104032008,Kelurahan,Kemili
1104032009,Kelurahan,Tan Saril
1104032010,Kelurahan,Blang Kolak II
1104032011,Kelurahan,Umang
1104032012,Kelurahan,Simpang IV
1104032013,Kelurahan,Bahgie
1104032014,Kelurahan,Keramat Mupakat
1104032015,Kelurahan,Atu Gajah Reje Guru
1104032016,Kelurahan,Atu Tulu
1104032017,Kelurahan,Burbiah
1104032018,Kelurahan,Empus Talu
1104032019,Kelurahan,Gele Lah
1104032020,Kelurahan,Kebet
1104032021,Kelurahan,Lemah Burbana
1104032022,Kelurahan,Mah Bengi
1104032023,Kelurahan,Nunang Antara
1104032024,Kelurahan,Pendere Saril
1104032025,Kelurahan,Sadong Juru Mudi
1104032026,Kelurahan,Ulu Nuwih
1104032027,Kelurahan,Colo Blang Gele
1104032028,Kelurahan,Kala Kemili
110407,Kecamatan,Pegasing
1104072001,Kelurahan,Arul Badak
1104072004,Kelurahan,Berawang Baro
1104072008,Kelurahan,Gelelungi
1104072009,Kelurahan,Ie Reulop
1104072010,Kelurahan,Kayu Kul
1104072011,Kelurahan,Kedelah
1104072012,Kelurahan,Kung
1104072013,Kelurahan,Kute Lintang
1104072014,Kelurahan,Lelumu
1104072016,Kelurahan,Paya Jeget
1104072017,Kelurahan,Pedekok
1104072018,Kelurahan,Pegasing
1104072019,Kelurahan,Pepalang
1104072021,Kelurahan,Simpang Kelaping
1104072024,Kelurahan,Tebuk
1104072025,Kelurahan,Terang Ulen
1104072026,Kelurahan,Ujung Gele
1104072029,Kelurahan,Wih Ilang
1104072030,Kelurahan,Wih Nareh
1104072031,Kelurahan,Wih Lah
1104072032,Kelurahan,Jejem
1104072033,Kelurahan,Jurusen
1104072034,Kelurahan,Kala Pegasing
1104072035,Kelurahan,Linung Ayu
1104072036,Kelurahan,Panangan Mata
