code,definition,display,
55.51,Nephroureterectomy,Nephroureterectomy,
55.52,Nephrectomy of remaining kidney,Solitary kidney nephrect,
55.53,Removal of transplanted or rejected kidney,Rejected kidney nephrect,
55.54,Bilateral nephrectomy,Bilateral nephrectomy,
55.61,Renal autotransplantation,Renal autotransplant,
55.69,Other kidney transplantation,Kidney transplant NEC,
55.7,Nephropexy,Nephropexy,
55.81,Suture of laceration of kidney,Suture kidney laceration,
55.82,Closure of nephrostomy and pyelostomy,Close nephrost & pyelost,
55.83,Closure of other fistula of kidney,Close renal fistula NEC,
55.84,Reduction of torsion of renal pedicle,Reduce renal pedicl tors,
55.85,Symphysiotomy for horseshoe kidney,Symphysiotomy,
55.86,Anastomosis of kidney,Renal anastomosis,
55.87,Correction of ureteropelvic junction,Correct ureteropelv junc,
55.89,Other repair of kidney,Renal repair NEC,
55.91,Decapsulation of kidney,Renal decapsulation,
55.92,Percutaneous aspiration of kidney (pelvis),Percutan renal aspirat,
55.93,Replacement of nephrostomy tube,Replace nephrostomy tube,
55.94,Replacement of pyelostomy tube,Replace pyelostomy tube,
55.95,Local perfusion of kidney,Local renal perfusion,
55.96,Other injection of therapeutic substance into kidney,Renal injection NEC,
55.97,Implantation or replacement of mechanical kidney,Implant mechanic kidney,
55.98,Removal of mechanical kidney,Remov mechanical kidney,
55.99,Other operations on kidney,Renal operation NEC,
56.0,Transurethral removal of obstruction from ureter and renal pelvis,Tu remov ureter obstruct,
56.1,Ureteral meatotomy,Ureteral meatotomy,
56.2,Ureterotomy,Ureterotomy,
56.31,Ureteroscopy,Ureteroscopy,
56.32,Closed percutaneous biopsy of ureter,Closed ureteral biopsy,
56.33,Closed endoscopic biopsy of ureter,Clos endosc ureteral bx,
56.34,Open biopsy of ureter,Open ureteral biopsy,
56.35,Endoscopy (cystoscopy) (looposcopy) of ileal conduit,Endoscopic ileal conduit,
56.39,Other diagnostic procedures on ureter,Ureteral dx procedur NEC,
56.40,"Ureterectomy, not otherwise specified",Ureterectomy NOS,
56.41,Partial ureterectomy,Partial ureterectomy,
56.42,Total ureterectomy,Total ureterectomy,
56.51,Formation of cutaneous uretero-ileostomy,Form cutan ileoureterost,
56.52,Revision of cutaneous uretero-ileostomy,Revis cutan ileoureteros,
56.61,Formation of other cutaneous ureterostomy,Form cutan ureterostomy,
56.62,Revision of other cutaneous ureterostomy,Revis cutan ureteros NEC,
56.71,Urinary diversion to intestine,Urin diversion to bowel,
56.72,Revision of ureterointestinal anastomosis,Revis ureteroenterostomy,
56.73,"Nephrocystanastomosis, not otherwise specified",Nephrocystanastomosi NOS,
56.74,Ureteroneocystostomy,Ureteroneocystostomy,
56.75,Transureteroureterostomy,Transureteroureterostomy,
56.79,Other anastomosis or bypass of ureter,Ureteral anastomosis NEC,
56.81,Lysis of intraluminal adhesions of ureter,Intralum urete adhesioly,
56.82,Suture of laceration of ureter,Suture ureteral lacerat,
56.83,Closure of ureterostomy,Ureterostomy closure,
56.84,Closure of other fistula of ureter,Close ureter fistula NEC,
56.85,Ureteropexy,Ureteropexy,
56.86,Removal of ligature from ureter,Remove ureteral ligature,
56.89,Other repair of ureter,Repair of ureter NEC,
56.91,Dilation of ureteral meatus,Ureteral meatus dilation,
56.92,Implantation of electronic ureteral stimulator,Implant ureteral stimul,
56.93,Replacement of electronic ureteral stimulator,Replace ureteral stimul,
56.94,Removal of electronic ureteral stimulator,Remove ureteral stimulat,
56.95,Ligation of ureter,Ligation of ureter,
56.99,Other operations on ureter,Ureteral operation NEC,
57.0,Transurethral clearance of bladder,Tu bladder clearance,
57.11,Percutaneous aspiration of bladder,Percutan bladder aspirat,
57.12,Lysis of intraluminal adhesions with incision into bladder,Cystotomy & adhesiolysis,
57.17,Percutaneous cystostomy,Percutaneous cystostomy,
57.18,Other suprapubic cystostomy,Other suprapu cystostomy,
57.19,Other cystotomy,Cystotomy NEC,
57.21,Vesicostomy,Vesicostomy,
57.22,Revision or closure of vesicostomy,Revise clo vesicostomy,
57.31,Cystoscopy through artificial stoma,Cystoscopy thru stoma,
57.32,Other cystoscopy,Cystoscopy NEC,
57.33,Closed [transurethral] biopsy of bladder,Clos transureth bladd bx,
57.34,Open biopsy of bladder,Open bladder biopsy,
57.39,Other diagnostic procedures on bladder,Bladder diagnos proc NEC,
57.41,Transurethral lysis of intraluminal adhesions,Tu adhesiolysis bladder,
57.49,Other transurethral excision or destruction of lesion or tissue of bladder,Tu destruc bladd les NEC,
57.51,Excision of urachus,Excision of urachus,
57.59,Open excision or destruction of other lesion or tissue of bladder,Bladder les destruct NEC,
57.6,Partial cystectomy,Partial cystectomy,
57.71,Radical cystectomy,Radical cystectomy,
57.79,Other total cystectomy,Total cystectomy NEC,
57.81,Suture of laceration of bladder,Suture bladder lacerat,
57.82,Closure of cystostomy,Cystostomy closure,
57.83,Repair of fistula involving bladder and intestine,Enterovesico fist repair,
57.84,Repair of other fistula of bladder,Vesic fistula repair NEC,
57.85,Cystourethroplasty and plastic repair of bladder neck,Cystourethroplasty,
57.86,Repair of bladder exstrophy,Bladder exstrophy repair,
57.87,Reconstruction of urinary bladder,Bladder reconstruction,
57.88,Other anastomosis of bladder,Bladder anastomosis NEC,
57.89,Other repair of bladder,Bladder repair NEC,
57.91,Sphincterotomy of bladder,Bladder sphincterotomy,
57.92,Dilation of bladder neck,Bladder neck dilation,
57.93,Control of (postoperative) hemorrhage of bladder,Control bladd hemorrhage,
57.94,Insertion of indwelling urinary catheter,Insert indwelling cath,
57.95,Replacement of indwelling urinary catheter,Replace indwelling cath,
57.96,Implantation of electronic bladder stimulator,Implant bladder stimulat,
57.97,Replacement of electronic bladder stimulator,Replace bladder stimulat,
57.98,Removal of electronic bladder stimulator,Remove bladder stimulat,
57.99,Other operations on bladder,Bladder operation NEC,
58.0,Urethrotomy,Urethrotomy,
58.1,Urethral meatotomy,Urethral meatotomy,
58.21,Perineal urethroscopy,Perineal urethroscopy,
58.22,Other urethroscopy,Urethroscopy NEC,
58.23,Biopsy of urethra,Urethral biopsy,
58.24,Biopsy of periurethral tissue,Periurethral biopsy,
58.29,Other diagnostic procedures on urethra and periurethral tissue,Urethral dx proc NEC,
58.31,Endoscopic excision or destruction of lesion or tissue of urethra,Endosc destr urethra les,
58.39,Other local excision or destruction of lesion or tissue of urethra,Other destru urethra les,
58.41,Suture of laceration of urethra,Suture urethral lacerat,
58.42,Closure of urethrostomy,Urethrostomy closure,
58.43,Closure of other fistula of urethra,Close ureth fistula NEC,
58.44,Reanastomosis of urethra,Urethral reanastomosis,
58.45,Repair of hypospadias or epispadias,Hypo-epispadius repair,
58.46,Other reconstruction of urethra,Ureth reconstruction NEC,
58.47,Urethral meatoplasty,Urethral meatoplasty,
58.49,Other repair of urethra,Urethral repair NEC,
58.5,Release of urethral stricture,Ureth stricture release,
58.6,Dilation of urethra,Urethral dilation,
58.91,Incision of periurethral tissue,Periurethral incision,
58.92,Excision of periurethral tissue,Periurethral excision,
58.93,Implantation of artificial urinary sphincter [AUS],Implt artf urin sphinct,
58.99,Other operations on urethra and periurethral tissue,Ureth/periureth op NEC,
59.00,"Retroperitoneal dissection, not otherwise specified",Retroperit dissect NOS,
59.02,Other lysis of perirenal or periureteral adhesions,Periren adhesiolys NEC,
59.03,Laparoscopic lysis of perirenal or periureteral adhesions,Lap lys periren/uret adh,
59.09,Other incision of perirenal or periureteral tissue,Periren/ureter incis NEC,
59.11,Other lysis of perivesical adhesions,Oth lys perives adhesio,
59.12,Laparoscopic lysis of perivesical adhesions,Lap lys perivesureth adh,
59.19,Other incision of perivesical tissue,Perivesical incision NEC,
59.21,Biopsy of perirenal or perivesical tissue,Periren/ureteral biopsy,
59.29,"Other diagnostic procedures on perirenal tissue, perivesical tissue, and retroperitoneum",Periren/uret dx proc NEC,
59.3,Plication of urethrovesical junction,Urethroves junct plicat,
59.4,Suprapubic sling operation,Suprapubic sling op,
59.5,Retropubic urethral suspension,Retropubic ureth suspens,
59.6,Paraurethral suspension,Paraurethral suspension,
59.71,Levator muscle operation for urethrovesical suspension,Levator musc suspension,
59.72,Injection of implant into urethra and/or bladder neck,Inject implant urethra,
59.79,Other repair of urinary stress incontinence,Urin incontin repair NEC,
59.8,Ureteral catheterization,Ureteral catheterization,
59.91,Excision of perirenal or perivesical tissue,Periren/vesicle excision,
59.92,Other operations on perirenal or perivesical tissue,Periren/vesicle op NEC,
59.93,Replacement of ureterostomy tube,Replace ureterost tube,
59.94,Replacement of cystostomy tube,Replace cystostomy tube,
59.95,Ultrasonic fragmentation of urinary stones,Ultrason fragment-stone,
59.99,Other operations on urinary system,Urinary system op NEC,
60.0,Incision of prostate,Incision of prostate,
60.11,Closed [percutaneous] [needle] biopsy of prostate,Closed prostatic biopsy,
60.12,Open biopsy of prostate,Open prostatic biopsy,
60.13,Closed [percutaneous] biopsy of seminal vesicles,Clos seminal vesicles bx,
60.14,Open biopsy of seminal vesicles,Open seminal vesicles bx,
60.15,Biopsy of periprostatic tissue,Periprostatic biopsy,
60.18,Other diagnostic procedures on prostate and periprostatic tissue,Prostatic dx proced NEC,
60.19,Other diagnostic procedures on seminal vesicles,Semin ves dx proced NEC,
60.21,Transurethral (ultrasound) guided laser induced prostatectomy (TULIP),Transureth prostatectomy,
60.29,Other transurethral prostatectomy,Oth transureth prostatec,
60.3,Suprapubic prostatectomy,Suprapubic prostatectomy,
60.4,Retropubic prostatectomy,Retropubic prostatectomy,
60.5,Radical prostatectomy,Radical prostatectomy,
60.61,Local excision of lesion of prostate,Los excis prostatic les,
60.62,Perineal prostatectomy,Perineal prostatectomy,
60.69,Other prostatectomy,Prostatectomy NEC,
60.71,Percutaneous aspiration of seminal vesicle,Percut semin ves aspirat,
60.72,Incision of seminal vesicle,Seminal vesicle incision,
60.73,Excision of seminal vesicle,Seminal vesicle excision,
60.79,Other operations on seminal vesicles,Seminal vesicle op NEC,
60.81,Incision of periprostatic tissue,Periprostatic incision,
60.82,Excision of periprostatic tissue,Periprostatic excision,
60.91,Percutaneous aspiration of prostate,Percut prostatic aspirat,
60.92,Injection into prostate,Injection into prostate,
60.93,Repair of prostate,Repair of prostate,
60.94,Control of (postoperative) hemorrhage of prostate,Control prostate hemorr,
60.95,Transurethral balloon dilation of the prostatic urethra,Trans bal dil pros ureth,
60.96,Transurethral destruction of prostate tissue by microwave thermotherapy,Tu destr prostate by mt,
60.97,Other transurethral destruction of prostate tissue by other thermotherapy,Oth tu destr pros - rt,
60.99,Other operations on prostate,Prostatic operation NEC,
61.0,Incision and drainage of scrotum and tunica vaginalis,Scrotum & tunica i & d,
61.11,Biopsy of scrotum or tunica vaginalis,Scrotum & tunica biopsy,
61.19,Other diagnostic procedures on scrotum and tunica vaginalis,Scrot/tunica dx proc NEC,
61.2,Excision of hydrocele (of tunica vaginalis),Excision of hydrocele,
61.3,Excision or destruction of lesion or tissue of scrotum,Scrotal les destruction,
61.41,Suture of laceration of scrotum and tunica vaginalis,Suture scrotal lacerat,
61.42,Repair of scrotal fistula,Scrotal fistula repair,
61.49,Other repair of scrotum and tunica vaginalis,Scrotum/tunic repair NEC,
61.91,Percutaneous aspiration of tunica vaginalis,Percut tunica aspiration,
61.92,Excision of lesion of tunica vaginalis other than hydrocele,Excision tunica les NEC,
61.99,Other operations on scrotum and tunica vaginalis,Scrotum & tunica op NEC,
62.0,Incision of testis,Incision of testes,
62.11,Closed [percutaneous] [needle] biopsy of testis,Closed testicular biopsy,
62.12,Open biopsy of testis,Open testicular biopsy,
62.19,Other diagnostic procedures on testes,Testes dx procedure NEC,
62.2,Excision or destruction of testicular lesion,Testicular les destruct,
62.3,Unilateral orchiectomy,Unilateral orchiectomy,
62.41,Removal of both testes at same operative episode,Remove both testes,
62.42,Removal of remaining testis,Remove solitary testis,
62.5,Orchiopexy,Orchiopexy,
62.61,Suture of laceration of testis,Suture testicular lacer,
62.69,Other repair of testis,Testicular repair NEC,
62.7,Insertion of testicular prosthesis,Insert testicular prosth,
62.91,Aspiration of testis,Aspiration of testes,
62.92,Injection of therapeutic substance into testis,Injection into testes,
62.99,Other operations on testes,Testicular operation NEC,
63.01,"Biopsy of spermatic cord, epididymis, or vas deferens",Spermatic cord/vas biops,
63.09,"Other diagnostic procedures on spermatic cord, epididymis, and vas deferens",Spermat cord/vas dx NEC,
63.1,Excision of varicocele and hydrocele of spermatic cord,Exc spermatic varicocele,
63.2,Excision of cyst of epididymis,Excise epididymis cyst,
63.3,Excision of other lesion or tissue of spermatic cord and epididymis,Excise cord/epid les NEC,
63.4,Epididymectomy,Epididymectomy,
63.51,Suture of laceration of spermatic cord and epididymis,Suture cord & epid lacer,
63.52,Reduction of torsion of testis or spermatic cord,Reduction torsion testes,
63.53,Transplantation of spermatic cord,Transplant spermat cord,
63.59,Other repair of spermatic cord and epididymis,Cord & epidid repair NEC,
63.6,Vasotomy,Vasotomy,
63.70,"Male sterilization procedure, not otherwise specified",Male sterilization NOS,
63.71,Ligation of vas deferens,Ligation of vas deferens,
63.72,Ligation of spermatic cord,Spermatic cord ligation,
63.73,Vasectomy,Vasectomy,
63.81,Suture of laceration of vas deferens and epididymis,Suture vas & epidid lac,
63.82,Reconstruction of surgically divided vas deferens,Postop vas reconstruct,
63.83,Epididymovasostomy,Epididymovasostomy,
63.84,Removal of ligature from vas deferens,Removal vas ligature,
63.85,Removal of valve from vas deferens,Remov vas deferens valve,
63.89,Other repair of vas deferens and epididymis,Vas & epididy repair NEC,
63.91,Aspiration of spermatocele,Spermatocele aspiration,
63.92,Epididymotomy,Epididymotomy,
63.93,Incision of spermatic cord,Spermatic cord incision,
63.94,Lysis of adhesions of spermatic cord,Sperm cord adhesiolysis,
63.95,Insertion of valve in vas deferens,Insert valve in vas def,
63.99,"Other operations on spermatic card, epididymis, and vas deferens",Cord/epid/vas ops NEC,
64.0,Circumcision,Circumcision,
64.11,Biopsy of penis,Penile biopsy,
64.19,Other diagnostic procedures on penis,Penile diagnost proc NEC,
64.2,Local excision or destruction of lesion of penis,Local excis penile les,
64.3,Amputation of penis,Amputation of penis,
64.41,Suture of laceration of penis,Suture penile laceration,
64.42,Release of chordee,Release of chordee,
64.43,Construction of penis,Construction of penis,
64.44,Reconstruction of penis,Reconstruction of penis,
64.45,Replantation of penis,Replantation of penis,
64.49,Other repair of penis,Penile repair NEC,
64.5,"Operations for sex transformation, not elsewhere classified",Sex transformat op NEC,
64.91,Dorsal or lateral slit of prepuce,Dorsal/lat slit prepuce,
64.92,Incision of penis,Incision of penis,
64.93,Division of penile adhesions,Division of penile adhes,
64.94,Fitting of external prosthesis of penis,Fit ext penile prosthes,
64.95,Insertion or replacement of non-inflatable penile prosthesis,Ins noninfl penis prosth,
64.96,Removal of internal prosthesis of penis,Remove int penile prosth,
64.97,Insertion or replacement of inflatable penile prosthesis,Ins inflate penis prosth,
64.98,Other operations on penis,Penile operation NEC,
64.99,Other operations on male genital organs,Male genital op NEC,
65.01,Laparoscopic oophorotomy,Laparoscopic oophorotomy,
65.09,Other oophorotomy,Other oophorotomy,
65.11,Aspiration biopsy of ovary,Ovarian aspirat biopsy,
65.12,Other biopsy of ovary,Ovarian biopsy NEC,
65.13,Laparoscopic biopsy of ovary,Lap biopsy of ovary,
65.14,Other laparoscopic diagnostic procedures on ovaries,Oth lap dx proc ovaries,
65.19,Other diagnostic procedures on ovaries,Ovarian dx procedure NEC,
65.21,Marsupialization of ovarian cyst,Ovarian cyst marsupializ,
65.22,Wedge resection of ovary,Ovarian wedge resection,
65.23,Laparoscopic marsupialization of ovarian cyst,Lap marsup ovarian cyst,
65.24,Laparoscopic wedge resection of ovary,Lap wedge resect ovary,
65.25,Other laparoscopic local excision or destruction of ovary,Oth lap loc exc dest ova,
65.29,Other local excision or destruction of ovary,Local destr ova les NEC,
65.31,Laparoscopic unilateral oophorectomy,Lap unilat oophorectomy,
65.39,Other unilateral oophorectomy,Oth unilat oophorectomy,
65.41,Laparoscopic unilateral salpingo-oophorectomy,Lap uni salpingo-oophor,
65.49,Other unilateral salpingo-oophorectomy,Oth uni salpingo-oophor,
65.51,Other removal of both ovaries at same operative episode,Oth remove both ovaries,
65.52,Other removal of remaining ovary,Oth remove remain ovary,
65.53,Laparoscopic removal of both ovaries at same operative episode,Lap remove both ovaries,
65.54,Laparoscopic removal of remaining ovary,Lap remove remain ovary,
65.61,Other removal of both ovaries and tubes at same operative episode,Oth remove ovaries/tubes,
65.62,Other removal of remaining ovary and tube,Oth remove rem ova/tube,
65.63,Laparoscopic removal of both ovaries and tubes at same operative episode,Lap remove ovaries/tubes,
65.64,Laparoscopic removal of remaining ovary and tube,Lap remove rem ova/tube,
65.71,Other simple suture of ovary,Oth simple suture ovary,
65.72,Other reimplantation of ovary,Oth reimplant of ovary,
65.73,Other salpingo-oophoroplasty,Oth salpingo-oophoroplas,
65.74,Laparoscopic simple suture of ovary,Lap simple suture ovary,
65.75,Laparoscopic reimplantation of ovary,Lap reimplant of ovary,
65.76,Laparoscopic salpingo-oophoroplasty,Lap salpingo-oophoroplas,
65.79,Other repair of ovary,Repair of ovary NEC,
65.81,Laparoscopic lysis of adhesions of ovary and fallopian tube,Lap adhesiolys ova/tube,
65.89,Other lysis of adhesions of ovary and fallopian tube,Adhesiolysis ovary/tube,
65.91,Aspiration of ovary,Aspiration of ovary,
65.92,Transplantation of ovary,Transplantation of ovary,
65.93,Manual rupture of ovarian cyst,Manual rupt ovarian cyst,
65.94,Ovarian denervation,Ovarian denervation,
65.95,Release of torsion of ovary,Ovarian torsion release,
65.99,Other operations on ovary,Ovarian operation NEC,
66.01,Salpingotomy,Salpingotomy,
66.02,Salpingostomy,Salpingostomy,
66.11,Biopsy of fallopian tube,Fallopian tube biopsy,
66.19,Other diagnostic procedures on fallopian tubes,Fallop tube dx proc NEC,
66.21,Bilateral endoscopic ligation and crushing of fallopian tubes,Bilat endosc crush tube,
66.22,Bilateral endoscopic ligation and division of fallopian tubes,Bilat endosc divis tube,
66.29,Other bilateral endoscopic destruction or occlusion of fallopian tubes,Bilat endos occ tube NEC,
66.31,Other bilateral ligation and crushing of fallopian tubes,Bilat tubal crushing NEC,
66.32,Other bilateral ligation and division of fallopian tubes,Bilat tubal division NEC,
66.39,Other bilateral destruction or occlusion of fallopian tubes,Bilat tubal destruct NEC,
66.4,Total unilateral salpingectomy,Total unilat salpingect,
66.51,Removal of both fallopian tubes at same operative episode,Remove both fallop tubes,
66.52,Removal of remaining fallopian tube,Remove solitary fal tube,
66.61,Excision or destruction of lesion of fallopian tube,Destroy fallop tube les,
66.62,Salpingectomy with removal of tubal pregnancy,Remov tube & ectop preg,
66.63,"Bilateral partial salpingectomy, not otherwise specified",Bilat part salpingec NOS,
66.69,Other partial salpingectomy,Partial salpingectom NEC,
66.71,Simple suture of fallopian tube,Simpl suture fallop tube,
66.72,Salpingo-oophorostomy,Salpingo-oophorostomy,
66.73,Salpingo-salpingostomy,Salpingo-salpingostomy,
66.74,Salpingo-uterostomy,Salpingo-uterostomy,
66.79,Other repair of fallopian tube,Fallop tube repair NEC,
66.8,Insufflation of fallopian tube,Fallopian tube insufflat,
66.91,Aspiration of fallopian tube,Fallopian tube aspirat,
66.92,Unilateral destruction or occlusion of fallopian tube,Unilat fallop tube destr,
66.93,Implantation or replacement of prosthesis of fallopian tube,Impl fallop tube prosth,
66.94,Removal of prosthesis of fallopian tube,Remov fallop tube prosth,
66.95,Insufflation of therapeutic agent into fallopian tubes,Blow therapeut into tube,
66.96,Dilation of fallopian tube,Fallopian tube dilation,
66.97,Burying of fimbriae in uterine wall,Bury fimbriae in uterus,
66.99,Other operations on fallopian tubes,Fallopian tube op NEC,
67.0,Dilation of cervical canal,Cervical canal dilation,
67.11,Endocervical biopsy,Endocervical biopsy,
67.12,Other cervical biopsy,Cervical biopsy NEC,
67.19,Other diagnostic procedures on cervix,Cervical dx procedur NEC,
67.2,Conization of cervix,Conization of cervix,
67.31,Marsupialization of cervical cyst,Cervical cyst marsupial,
67.32,Destruction of lesion of cervix by cauterization,Cervical les cauterizat,
67.33,Destruction of lesion of cervix by cryosurgery,Cervical les cryotherapy,
67.39,Other excision or destruction of lesion or tissue of cervix,Cervical les destruc NEC,
67.4,Amputation of cervix,Amputation of cervix,
67.51,Transabdominal cerclage of cervix,Transab cerclage cervix,
67.59,Other repair of internal cervical os,Oth rep int cervical os,
67.61,Suture of laceration of cervix,Suture cervical lacerat,
67.62,Repair of fistula of cervix,Cervical fistula repair,
67.69,Other repair of cervix,Cervical repair NEC,
68.0,Hysterotomy,Hysterotomy,
68.11,Digital examination of uterus,Digital exam of uterus,
68.12,Hysteroscopy,Hysteroscopy,
68.13,Open biopsy of uterus,Open uterine biopsy,
68.14,Open biopsy of uterine ligaments,Open uterine ligament bx,
68.15,Closed biopsy of uterine ligaments,Clos uterine ligament bx,
68.16,Closed biopsy of uterus,Closed uterine biopsy,
68.19,Other diagnostic procedures on uterus and supporting structures,Uterus/adnex dx proc NEC,
68.21,Division of endometrial synechiae,Endomet synechiae divis,
68.22,Incision or excision of congenital septum of uterus,Incision uterine septum,
68.23,Endometrial ablation,Endometrial ablation,
68.24,Uterine artery embolization [UAE] with coils,Uterine art emb w coils,
68.25,Uterine artery embolization [UAE] without coils,Uterine art emb w/o coil,
68.29,Other excision or destruction of lesion of uterus,Uterine les destruct NEC,
68.31,Laparoscopic supracervical hysterectomy [LSH],Lap scervic hysterectomy,
68.39,Other and unspecified subtotal abdominal hysterectomy,Subtotl abd hyst NEC/NOS,
68.41,Laparoscopic total abdominal hysterectomy,Lap total abdominal hyst,
68.49,Other and unspecified total abdominal hysterectomy,Total abd hyst NEC/NOS,
68.51,Laparoscopically assisted vaginal hysterectomy (LAVH),Lap ast vag hysterectomy,
68.59,Other and unspecified vaginal hysterectomy,Vag hysterectomy NEC/NOS,
68.61,Laparoscopic radical abdominal hysterectomy,Lap radical abdomnl hyst,
68.69,Other and unspecified radical abdominal hysterectomy,Radical abd hyst NEC/NOS,
68.71,Laparoscopic radical vaginal hysterectomy [LRVH],Lap radical vaginal hyst,
68.79,Other and unspecified radical vaginal hysterectomy,Radical vag hyst NEC/NOS,
68.8,Pelvic evisceration,Pelvic evisceration,
68.9,Other and unspecified hysterectomy,Hysterectomy NEC/NOS,
69.01,Dilation and curettage for termination of pregnancy,D & C for preg terminat,
69.02,Dilation and curettage following delivery or abortion,D & C post delivery,
69.09,Other dilation and curettage,D & C NEC,
69.19,Other excision or destruction of uterus and supporting structures,Destruc uter support NEC,
69.21,Interposition operation,Interposit op uterin lig,
69.22,Other uterine suspension,Uterine suspension NEC,
69.23,Vaginal repair of chronic inversion of uterus,Vag repair invers uterus,
69.29,Other repair of uterus and supporting structures,Uterus/adnexa repair NEC,
69.3,Paracervical uterine denervation,Paracerv uterine denerv,
69.41,Suture of laceration of uterus,Suture uterine lacerat,
69.42,Closure of fistula of uterus,Closure uterine fistula,
69.49,Other repair of uterus,Uterine repair NEC,
69.51,Aspiration curettage of uterus for termination of pregnancy,Aspirat curet-preg termi,
69.52,Aspiration curettage following delivery or abortion,Aspirat curet-post deliv,
69.59,Other aspiration curettage of uterus,Aspir curett uterus NEC,
69.6,Menstrual extraction or regulation,Menstrual extraction,
69.7,Insertion of intrauterine contraceptive device,Insertion of iud,
69.91,Insertion of therapeutic device into uterus,Insert uterine device,
69.92,Artificial insemination,Artificial insemination,
69.93,Insertion of laminaria,Insertion of laminaria,
69.94,Manual replacement of inverted uterus,Man replace invert uter,
69.95,Incision of cervix,Incision of cervix,
69.96,Removal of cerclage material from cervix,Remove cervical cerclage,
69.97,Removal of other penetrating foreign body from cervix,Remove penetrat cerv FB,
69.98,Other operations on supporting structures of uterus,Uterine support op NEC,
69.99,Other operations on cervix and uterus,Uterine operation NEC,
70.0,Culdocentesis,Culdocentesis,
70.11,Hymenotomy,Hymenotomy,
70.12,Culdotomy,Culdotomy,
70.13,Lysis of intraluminal adhesions of vagina,Intralum vag adhesiolys,
70.14,Other vaginotomy,Vaginotomy NEC,
70.21,Vaginoscopy,Vaginoscopy,
70.22,Culdoscopy,Culdoscopy,
70.23,Biopsy of cul-de-sac,Cul-de-sac biopsy,
70.24,Vaginal biopsy,Vaginal biopsy,
70.29,Other diagnostic procedures on vagina and cul-de-sac,Vagin/cul-de-sac dx NEC,
70.31,Hymenectomy,Hymenectomy,
70.32,Excision or destruction of lesion of cul-de-sac,Excis cul-de-sac lesion,
70.33,Excision or destruction of lesion of vagina,Excision vaginal lesion,
70.4,Obliteration and total excision of vagina,Vaginal obliteration,
70.50,Repair of cystocele and rectocele,Cystocel/rectocel repair,
70.51,Repair of cystocele,Cystocele repair,
70.52,Repair of rectocele,Rectocele repair,
70.53,Repair of cystocele and rectocele with graft or prosthesis,Cysto & recto w grf/pros,
70.54,Repair of cystocele with graft or prosthesis,Rep cystocel w grft/pros,
70.55,Repair of rectocele with graft or prosthesis,Rep rectocele w grf/pros,
70.61,Vaginal construction,Vaginal construction,
70.62,Vaginal reconstruction,Vaginal reconstruction,
70.63,Vaginal construction with graft or prosthesis,Vaginal const w grf/pros,
70.64,Vaginal reconstruction with graft or prosthesis,Vag reconst w grft/pros,
70.71,Suture of laceration of vagina,Suture vagina laceration,
70.72,Repair of colovaginal fistula,Repair colovagin fistula,
70.73,Repair of rectovaginal fistula,Repair rectovag fistula,
70.74,Repair of other vaginoenteric fistula,Rep vaginoent fistul NEC,
70.75,Repair of other fistula of vagina,Repair vag fistula NEC,
70.76,Hymenorrhaphy,Hymenorrhaphy,
70.77,Vaginal suspension and fixation,Vaginal suspens & fixat,
70.78,Vaginal suspension and fixation with graft or prosthesis,Vag susp/fix w grft/pros,
70.79,Other repair of vagina,Vaginal repair NEC,
70.8,Obliteration of vaginal vault,Vaginal vault obliterat,
70.91,Other operations on vagina,Vaginal operation NEC,
70.92,Other operations on cul-de-sac,Cul-de-sac operation NEC,
70.93,Other operations on cul-de-sac with graft or prosthesis,Cul-de-sac grf/pros NEC,
70.94,Insertion of biological graft,Insert biological graft,
70.95,Insertion of synthetic graft or prosthesis,Insert synth graft/prost,
71.01,Lysis of vulvar adhesions,Vulvar adhesiolysis,
71.09,Other incision of vulva and perineum,Incis vulva/perineum NEC,
71.11,Biopsy of vulva,Vulvar biopsy,
71.19,Other diagnostic procedures on vulva,Vulvar diagnos proc NEC,
71.21,Percutaneous aspiration of Bartholin's gland (cyst),Percutan bartholin aspir,
71.22,Incision of Bartholin's gland (cyst),Incise bartholin's gland,
71.23,Marsupialization of Bartholin's gland (cyst),Bartholin gland marsup,
71.24,Excision or other destruction of Bartholin's gland (cyst),Destruc bartholin gland,
71.29,Other operations on Bartholin's gland,Bartholin's gland op NEC,
71.3,Other local excision or destruction of vulva and perineum,Local vulvar excis NEC,
71.4,Operations on clitoris,Operations on clitoris,
71.5,Radical vulvectomy,Radical vulvectomy,
71.61,Unilateral vulvectomy,Unilateral vulvectomy,
71.62,Bilateral vulvectomy,Bilateral vulvectomy,
71.71,Suture of laceration of vulva or perineum,Suture vulvar laceration,
71.72,Repair of fistula of vulva or perineum,Repair vulvar fistula,
71.79,Other repair of vulva and perineum,Vulvar/perin repair NEC,
71.8,Other operations on vulva,Other vulvar operations,
71.9,Other operations on female genital organs,Other female genital ops,
72.0,Low forceps operation,Low forceps operation,
72.1,Low forceps operation with episiotomy,Low forceps w episiotomy,
72.21,Mid forceps operation with episiotomy,Mid forceps w episiotomy,
72.29,Other mid forceps operation,Mid forceps op NEC,
72.31,High forceps operation with episiotomy,High forceps w episiot,
72.39,Other high forceps operation,High forceps op NEC,
72.4,Forceps rotation of fetal head,Forceps rotat fetal head,
72.51,Partial breech extraction with forceps to aftercoming head,Part brch extrac w forcp,
72.52,Other partial breech extraction,Part breech extract NEC,
