code,display,definition
INFCON,after explicit consent,"Authorization to collect, access, use, or disclose specified patient health information as explicitly consented to by the subject of the information or the subject's representative."
INFCRT,only on court order,"Authorization to collect, access, use, or disclose specified patient health information in accordance with judicial system protocol, such as in the case of a subpoena or court order."
INFDNG,only if danger to others,"Authorization to collect, access, use, or disclose specified patient health information where deemed necessary to avert potential danger to other persons in accordance with jurisdictional law, organizational policy, or standards of practice. For example, disclosure about a person threatening violence."
INFEMER,only in an emergency,"Authorization to collect, access, use, or disclose specified patient health information in accordance with emergency information transfer protocol dictated by jurisdictional law, organization policy, or standards of practice. For example, sharing of health information during disaster response."
INFPWR,only if public welfare risk,"Authorization to collect, access, use, or disclose specified patient health information necessary to avert potential public welfare risk in accordance with jurisdictional law, organizational policy, or standards of practice. For example, reporting that a person is a victim of abuse or demonstrating suicidal tendencies."
INFREG,regulatory information transfer,"Authorization to collect, access, use, or disclose specified patient health information for public health, welfare, and safety purposes in accordance with jurisdictional law, organizational policy, or standards of practice. For example, public health reporting of notifiable conditions."
INITIAL,Initial Volume,The initial quantity of the specimen in inventory
INMATE,Inmate Interaction,Description: Exposure participants' interaction occurred in the course of one or both participants being incarcerated at a correctional facility
INT,Intolerance Alert,Proposed therapy may be inappropriate or contraindicated because of a recorded patient intolerance to the proposed product. (Intolerances are non-immune based sensitivities.)
INTDX,intermediate diagnosis,Intermediate diagnoses are those diagnoses documented for administrative purposes during the course of a hospital stay.
INTERVAL,outside requested time,Definition:The therapy action is being performed outside the bounds of the time period requested
INTFR,ActSpecObsInterferenceCode,An observation that relates to factors that may potentially cause interference with the observation
INTIMATE,Intimate Interaction,"Description: Exposure interaction was intimate, i.e. participants are intimate companions (e.g. spouses, domestic partners)."
INTOLIST,intolerance list,List of intolerance observations.
INV,investigational,Definition:A monitoring program that focuses on a drug which is under investigation and has not received regulatory approval for the condition being investigated
INVOICE,submitted invoice,"Payment is based on a payment intent for a previously submitted Invoice, based on formal adjudication results.."
INVTYPE,invoice type,Transaction counts and value totals by invoice type (e.g. RXDINV - Pharmacy Dispense)
IP,In Position,"Used by one system to inform another that the container is in position for specimen transfer (e.g., container removal from track, pipetting, etc.)."
IPOP,initial population,"Criteria for specifying the entities to be evaluated by a specific quality measure, based on a shared common set of characteristics (within a specific measurement set to which a given measure belongs)."
IPPOP,initial patient population,"Criteria for specifying the patients to be evaluated by a specific quality measure, based on a shared common set of characteristics (within a specific measurement set to which a given measure belongs). Details often include information based upon specific age groups, diagnoses, diagnostic and procedure codes, and enrollment periods."
IRDSCL,information redisclosure,Definition: Information re-disclosed without the patient's consent.
ISOL,isolation allowance,Premium paid on service fees in compensation for practicing in a remote location.
ISSUE,detected issue,There is a clinical issue for the therapy that makes continuation of the therapy inappropriate. Open Issue: The definition of this code does not correctly represent the concept space of its specializations (children)
ITMCNT,items counted,"Describes the items counted by the measure (e.g., patients, encounters, procedures, etc.)"
KEY,keyword,A significant word that aids in discoverability.
KEY204,Unknown key identifier,"The ID of the patient, order, etc., was not found. Used for transactions other than additions, e.g. transfer of a non-existent patient."
KEY205,Duplicate key identifier,"The ID of the patient, order, etc., already exists. Used in response to addition transactions (Admit, New Order, etc.)."
KEY206,non-matching identification,Description: Metadata associated with the identification (e.g. name or gender) does not match the identification being verified.
KSUBJ,knowledge subject,"Categorization of types of observation that capture the main clinical knowledge subject which may be a medication, a laboratory test, a disease."
KSUBT,knowledge subtopic,"Categorization of types of observation that capture a knowledge subtopic which might be treatment, etiology, or prognosis."
L,Left Equipment,Used by one system to inform another that the container has been released from that system.
LAB,Lab Alert,Proposed therapy may be inappropriate or contraindicated due to recent lab test results
LABCAT,lab test category,Description: All information pertaining to a patient's lab test records (orders & results)
LABEL,assign security label,"Custodian security system must assign and bind security labels in order to classify information created in the information systems under its control for collection, access, use and disclosure in accordance with applicable jurisdictional privacy policies associated with the target information. The system must retain an immutable record of the assignment and binding. Usage Note: In security systems, security policy label assignments do not change, they may supersede prior assignments, and such reassignments are always tracked for auditing and other purposes."
LABOE,laboratory test order entry task,A clinician creates a request for a laboratory test to be done for a given patient.
LABRESULTS,lab results,Description: Lab Results Attachment
LABRREV,laboratory results review task,A person reviews a list of laboratory results of a given patient.
LACT,Lactation Alert,Proposed therapy may be inappropriate or contraindicated when breast-feeding
LACTTRNS,lactation transmission,Communication of an agent from one living subject to another living subject through direct contact with mammalian milk or colostrum.
LATE,late invoice,Knowingly over the payor's published time limit for this invoice possibly due to a previous payor's delays in processing. Additional reason information will be supplied.
LAWENF,law enforcement transport,law enforcement transport
LDLP,LDL Precipitation,LDL Precipitation
LEN_LONG,length is too long,Description:The length of the data specified is greater than the maximum length defined for the element.
LEN_RANGE,length out of range,Description:The length of the data specified falls out of the range defined for the element.
LEN_SHORT,length is too short,Description:The length of the data specified is less than the minimum length defined for the element.
LENSING,lens invoice group,A grouping of invoice element details including the ones specifying the lens fee and the lens dispensing cost that are being invoiced.
LF,low fat,"A diet low in fat, particularly to patients with hepatic diseases."
LFEMX,life time maximum,Definition: Maximum amount paid by payer or covered party; or maximum number of services or products covered under the policy or program during a covered party's lifetime.
LGPC,licensed general physician care,Description:Scope of responsibility taken-on for physician care of a patient as defined by a governmental licensing agency.
LIFE,life insurance policy,"Definition: A policy under which the insurer agrees to pay a sum of money upon the occurrence of the covered partys death. In return, the policyholder agrees to pay a stipulated amount called a premium at regular intervals. Life insurance indemnifies the beneficiary for the loss of the insurable interest that a beneficiary has in the life of a covered party. For persons related by blood, a substantial interest established through love and affection, and for all other persons, a lawful and substantial economic interest in having the life of the insured continue. An insurable interest is required when purchasing life insurance on another person. Specific exclusions are often written into the contract to limit the liability of the insurer; for example claims resulting from suicide or relating to war, riot and civil commotion. Discussion:A life insurance policy may be used by the covered party as a source of health care coverage in the case of a viatical settlement, which is the sale of a life insurance policy by the policy owner, before the policy matures. Such a sale, at a price discounted from the face amount of the policy but usually in excess of the premiums paid or current cash surrender value, provides the seller an immediate cash settlement. Generally, viatical settlements involve insured individuals with a life expectancy of less than two years. In countries without state-subsidized healthcare and high healthcare costs (e.g. United States), this is a practical way to pay extremely high health insurance premiums that severely ill people face. Some people are also familiar with life settlements, which are similar transactions but involve insureds with longer life expectancies (two to fifteen years)."
LIPEMIA,Lipemia,An observation used to describe the Lipemia Index of the specimen. It is recommended to use the optical turbidity at 600 nm (in absorbance units).
LIVARG,living arrangement information sensitivity,"Policy for handling information related to an information subject's living arrangement, which will be afforded heightened confidentiality. Policies may govern sensitivity of information related to an information subject's living arrangement, the disclosure of which could impact the privacy, well-being, or safety of that subject. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
LOAN,Loan,Temporary supply of a product without transfer of ownership for the product.
LOC,location,Transaction counts and value totals by service location (e.g clinic).
LOCIS,location information sensitivity,"Policy for handling information related to the location of the information subject, which will be afforded heightened confidentiality. Description: Policies may govern sensitivity of information related to the location of the information subject, the disclosure of which could impact the privacy, well-being, or safety of that subject. Usage Notes: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
LP,low protein,A low protein diet for patients with renal failure.
LQ,liquid,"A strictly liquid diet, that can be fully absorbed in the intestine, and therefore may not contain fiber. Used before enteral surgeries."
LRCOMPT,legitimate relationship compartment,"Providers and care givers who have an established relationship per criteria determined by policy are considered to have an established care provision relations with a healthcare consumer, and may be authorized to access the consumer's health information because of that relationship. Providers and care givers should only have access to that information while participating in legitimate relationship workflows or for other authorized uses. Security Compartment Labels assigned to a consumer's information use in legitimate relationship workflows should be met or exceeded by the Security Compartment attribute claimed by a participant in a legitimate relationship workflow who is requesting access to that information."
LS,low sodium,A diet low in sodium for patients with congestive heart failure and/or renal failure.
LTC,long term care policy,"Definition: An insurance policy that covers benefits for long-term care services people need when they no longer can care for themselves. This may be due to an accident, disability, prolonged illness or the simple process of aging. Long-term care services assist with activities of daily living including: Help at home with day-to-day activities, such as cooking, cleaning, bathing and dressing Care in the community, such as in an adult day care facility Supervised care provided in an assisted living facility Skilled care provided in a nursing home"
LTRMCARE,Long Term Care Facility Interaction,"Description: Exposure participants' interaction occurred in the course of one or both participants being resident at a long term care facility (second participant may be a visitor, worker, resident or a physical place or object within the facility)."
LU,limited use,Description:A drug that can be prescribed (and reimbursed) only if it meets certain criteria.
M,Missing,Used by one system to inform another that the container did not arrive at its next expected location.
MANDPOL,mandatory health program,mandatory health program
MANUAL,manual review,Manual review of the invoice is requested. Additional information to be supplied. This may be used in the case of an appeal.
MARKUP,markup or up-charge,"An increase in the amount charged as a percentage of the amount. For example, 12% markup on product cost."
MARST,marital status information sensitivity,"Policy for handling information related to an information subject's marital status, which will be afforded heightened confidentiality. Policies may govern sensitivity of information related to an information subject's marital status, the disclosure of which could impact the privacy, well-being, or safety of that subject. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law rather than or in addition to this more generic code."
MARWLREV,medication administration record work list review task,A clinician reviews a work list of medications to be administered to a given patient.
MASK,mask,"Custodian system must render information unreadable and unusable by algorithmically transforming plaintext into ciphertext. User may be provided a key to decrypt per license or ""shared secret""."
MAXOCCURS,repetitions above maximum,Description:The number of repeating elements is above the maximum number of repetitions allowed.
MC,Master Card,Master Card
MCPOL,managed care policy,"Definition: Government mandated program providing coverage, disability income, and vocational rehabilitation for injuries sustained in the work place or in the course of employment. Employers may either self-fund the program, purchase commercial coverage, or pay a premium to a government entity that administers the program. Employees may be required to pay premiums toward the cost of coverage as well. Managed care policies specifically exclude coverage for losses insured under a disability policy, workers' compensation program, liability insurance (including automobile insurance); or for medical expenses, coverage for on-site medical clinics or for limited dental or vision benefits when these are provided under a separate policy. Discussion: Managed care policies are offered by managed care plans that contract with selected providers or health care organizations to provide comprehensive health care at a discount to covered parties and coordinate the financing and delivery of health care. Managed care uses medical protocols and procedures agreed on by the medical profession to be cost effective, also known as medical practice guidelines. Providers are typically reimbursed for covered services by a capitated amount on a per member per month basis that may reflect difference in the health status and level of services anticipated to be needed by the member."
MDOSE,maximum dosage reached,"Description:The maximum quantity of this drug allowed to be administered within a particular time-range (month, year, lifetime) has been reached or exceeded."
MED,Medical,Provision of diagnostic and/or therapeutic treatment.
MEDCCAT,medical condition category,Definition:All information pertaining to a patient's medical condition records.
MEDLIST,medication list,List of medications.
MEDOE,medication order entry task,A clinician creates a request for the administration of one or more medications to a given patient.
MEDT,measurement end date,The end date of the measurement period.
MENCAT,mental health category,Description: All information pertaining to a patient's mental health records.
MENTPOL,mental health policy,Definition: A health insurance policy that covers benefits for mental health services and prescriptions.
MENTPRG,mental health program,"Definition: Government administered and funded mental health program for beneficiaries meeting financial and mental health status criteria. Administration, funding levels, eligibility criteria, covered benefits, provider types, and financial participation are typically set by a regulatory process. Payer responsibilities for administering the program may be delegated to contractors. Example: In the U.S., states receive funding for substance use programs from the Substance Abuse Mental Health Administration (SAMHSA)."
MH,mental health information sensitivity,"Policy for handling information related to psychological disorders, which is afforded heightened confidentiality. Mental health information may be deemed specifically sensitive and distinct from physical health, substance use disorders, and behavioral disabilities and disorders in some jurisdictions. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code."
MICROORGRREV,microbiology organisms results review task,A person reviews organisms of microbiology results of a given patient.
MICRORREV,microbiology results review task,A person reviews a list of microbiology results of a given patient.
MICROSENSRREV,microbiology sensitivity test results review task,A person reviews the sensitivity test of microbiology results of a given patient.
MILITARY,military health program,"Definition: A government program that provides coverage for health services to military personnel, retirees, and dependents. A covered party who is a subscriber can choose from among Fee-for-Service (FFS) plans, and their Preferred Provider Organizations (PPO), or Plans offering a Point of Service (POS) Product, or Health Maintenance Organizations. Example: In the U.S., TRICARE, CHAMPUS."
MINEC,minimum necessary,"Custodian must limit access and disclosure to the minimum information required to support an authorized user's purpose of use. Usage Note: Limiting the information available for access and disclosure to that an authorized user or receiver ""needs to know"" in order to perform permitted workflow or purpose of use."
MINFREQ,too soon within frequency based on the usage,Definition:The therapy action is being performed too soon after the previous occurrence based on the requested frequency
MINOCCURS,repetitions below minimum,Description:The number of repeating elements is below the minimum number of repetitions allowed.
MISSAPT,missed appointment,A charge to compensate the provider when a patient does not show for an appointment.
MISSCOND,conditional element missing,"Description:The specified element must be specified with a non-null value under certain conditions. In this case, the conditions are true but the element is still missing or null."
MISSMAND,mandatory element missing,Description:The specified element is mandatory and was not included in the instance.
MLREV,medication list review task,A person reviews a list of medication orders submitted to a given patient
MODEL,model,Description: Digital Model Attachment
MONTH,month,Transaction counts and value totals for each calendar month within the date range specified.
MS,Manufacturer Sample,A supply of a manufacturer sample
MSD,measurement start date,The start date of the measurement period.
MSRADJ,risk adjustment,"The method of adjusting for clinical severity and conditions present at the start of care that can influence patient outcomes for making valid comparisons of outcome measures across providers. Indicates whether an eMeasure is subject to the statistical process for reducing, removing, or clarifying the influences of confounding factors to allow more useful comparisons."
MSRAGG,rate aggregation,"Describes how to combine information calculated based on logic in each of several populations into one summarized result. It can also be used to describe how to risk adjust the data based on supplemental data elements described in the eMeasure. (e.g., pneumonia hospital measures antibiotic selection in the ICU versus non-ICU and then the roll-up of the two). Open Issue: The description does NOT align well with the definition used in the HQMF specfication; correct the MSGAGG definition, and the possible distinction of MSRAGG as a child of AGGREGATE."
MSRIMPROV,health quality measure improvement notation,"Information on whether an increase or decrease in score is the preferred result. This should reflect information on which way is better, an increase or decrease in score."
MSRJUR,jurisdiction,The list of jurisdiction(s) for which the measure applies.
MSROBS,measure observation,Defines the observation to be performed for each patient or event in the measure population. Measure observations for each case in the population are aggregated to determine the overall measure score for the population. Examples: the median time from arrival in the Emergency Room to departure the median time from decision to admit to a hospital to the actual admission for Emergency Room patients
MSRPOPL,measure population,"Criteria for specifying the measure population as a narrative description (e.g., all patients seen in the Emergency Department during the measurement period). This is used only in continuous variable eMeasures."
MSRPOPLEX,measure population exclusions,Criteria for specifying subjects who should be removed from the eMeasure's Initial Population and Measure Population. Measure Population Exclusions are used in Continuous Variable measures to help narrow the Measure Population before determining the value(s) of the continuous variable(s).
MSRRPTR,reporter type,Type of person or organization that is expected to report the issue.
MSRRPTTIME,timeframe for reporting,The maximum time that may elapse following completion of the measure until the measure report must be sent to the receiver.
MSRSCORE,measure scoring,"Indicates how the calculation is performed for the eMeasure (e.g., proportion, continuous variable, ratio)"
MSRSET,health quality measure care setting,"Location(s) in which care being measured is rendered Usage Note: MSRSET is used rather than RoleCode because the setting applies to what is being measured, as opposed to participating directly in the health quality measure documantion itself)."
MSRTOPIC,health quality measure topic type,health quality measure topic type
MSRTP,measurement period,The time period for which the eMeasure applies.
MSRTYPE,measure type,"Indicates whether the eMeasure is used to examine a process or an outcome over time (e.g., Structure, Process, Outcome)."
MST,military sexual trauma information sensitivity,"Policy for handling information related to sexual assault or repeated, threatening sexual harassment that occurred while the patient was in the military, which is afforded heightened confidentiality. Access control concerns for military sexual trauma is based on the patient being subject to control by a higher ranking military perpetrator and/or censure by others within the military unit. Due to the relatively unfettered access to healthcare information by higher ranking military personnel and those who have command over the patient, there is a need to sequester this information outside of the typical controls on access to military health records. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code."
MVA,Motor vehicle accident,Incident or accident as the result of a motor vehicle accident
N,normal diet,"A normal diet, i.e. no special preparations or restrictions for medical reasons. This is notwithstanding any preferences the patient might have regarding special foods, such as vegetarian, kosher, etc."
NAINT,Non-Allergy Intolerance,Hypersensitivity to an agent caused by a mechanism other than an immunologic response to an initial exposure
NAT,Insufficient authorization,The requesting party has insufficient authorization to invoke the interaction.
NAUTH,Not Authorized,Authorization for specified healthcare service(s) and/or product(s) denied.
NETAMT,Net Amount,Maximum net amount that will be covered for the product or service specified.
NEUT,Neutralization,The act or process by which an acid and a base are combined in such proportions that the resulting compound is neutral.
NF,no fat,A no fat diet for acute hepatic diseases.
NHP,Natural Health Product Alert,Proposed therapy may interact with existing or recent natural health product therapy
NOAUTH,no disclosure without subject authorization,Prohibition on disclosure without information subject's authorization.
NOCOLLECT,no collection,Prohibition on collection or storage of the information.
NOCONSENT,no consent,"No notification or opportunity is provided for a grantor to assent or dissent to a grantee's terms of agreement. Comment: A ""No Consent"" policy scheme provides no opportunity for accommodation of an individual's preferences, and may not comply with Fair Information Practice Principles [FIPP] by enabling the data subject to object, access collected information, correct errors, or have accounting of disclosures. Usage Note: The grantee's terms of agreement, may be available to the grantor by reviewing the grantee's privacy policies, but there is no notice by which a grantor is apprised of the policy directly or able to acknowledge. Examples: Healthcare: Without notification or an opportunity to assent or dissent, a patient's health information is automatically included in and available (often according to certain rules) through a health information exchange. Note that this differs from implied consent, where the patient is assumed to have consented. Without notification or an opportunity to assent or dissent, a patient's health information is collected, accessed, used, or disclosed for research, public health, security, fraud prevention, court order, or law enforcement. Non-healthcare: Without notification or an opportunity to assent or dissent, a consumer's healthcare or non-healthcare internet searches are aggregated for secondary uses such as behavioral tracking and profiling. Without notification or an opportunity to assent or dissent, a consumer's location and activities in a shopping mall are tracked by RFID tags on purchased items."
NODSCLCD,no disclosure without consent directive,Prohibition on disclosure without organizational approved patient restriction.
NODSCLCDS,no disclosure without information subject's consent directive,Prohibition on disclosure without a consent directive from the information subject.
NODUPS,duplicate values are not permitted,Description:More than one element with the same value exists in the set. Duplicates not permission in this set in a set.
NOI,nature of injury,The type of injury that the injury coding specifies.
NOINTEGRATE,no integration,Prohibition on Integration into other records.
NOLIST,no unlisted entity disclosure,Prohibition on disclosure except to entities on specific access list.
NOMOU,no disclosure without MOU,Prohibition on disclosure without an interagency service agreement or memorandum of understanding (MOU).
NON,Non-Payment Data,Non-Payment Data.
NONAC,inpatient non-acute,Any category of inpatient encounter except 'acute'
NONRX,Non-Prescription Interaction Alert,"Proposed therapy may interact with a non-prescription drug (e.g. alcohol, tobacco, Aspirin)"
NOORGPOL,no disclosure without organizational authorization,Prohibition on disclosure without organizational authorization.
NOPAT,"no disclosure to patient, family or caregivers without attending provider's authorization","Prohibition on disclosing information to patient, family or caregivers without attending provider's authorization. Usage Note: The information may be labeled with the ActInformationSensitivity TBOO code, triggering application of this RefrainPolicy code as a handling caveat controlling access. Maps to FHIR NOPAT: Typically, this is used on an Alert resource, when the alert records information on patient abuse or non-compliance. FHIR print name is ""keep information from patient"". Maps to the French realm - code: INVISIBLE_PATIENT. displayName: Document non visible par le patient codingScheme: 1.2.250.1.213.1.1.4.13 French use case: A label for documents that the author chose to hide from the patient until the content can be disclose to the patient in a face to face meeting between a healthcare professional and the patient (in French law some results like cancer diagnosis or AIDS diagnosis must be announced to the patient by a healthcare professional and should not be find out by the patient alone)."
NOPERSIST,element will not be persisted,Description: Element in submitted message will not persist in data storage based on detected issue.
NOPERSISTP,no collection beyond purpose of use,Prohibition on collection of the information beyond time necessary to accomplish authorized purpose of use is prohibited.
NOPP,notice of privacy practices,"Acknowledgement of custodian notice of privacy practices. Usage Notes: This type of consent directive acknowledges a custodian's notice of privacy practices including its permitted collection, access, use and disclosure of health information to users and for purposes of use specified."
NORDSCLCD,no redisclosure without consent directive,Prohibition on redisclosure without patient consent directive.
NORDSCLCDS,no redisclosure without information subject's consent directive,Prohibition on redisclosure without a consent directive from the information subject.
NORDSCLW,no disclosure without jurisdictional authorization,Prohibition on disclosure without authorization under jurisdictional law.
NORELINK,no relinking,Prohibition on associating de-identified or pseudonymized information with other information in a manner that could or does result in disclosing information intended to be masked.
NOREUSE,no reuse beyond purpose of use,Prohibition on use of the information beyond the purpose of use initially authorized.
NOSTRNS,nosocomial transmission,Communication of an agent from any entity to a living subject while the living subject is in the patient role in a healthcare facility.
NOTACTN,no longer actionable,"Definition:The status of the request being fulfilled has changed such that it is no longer actionable. This may be because the request has expired, has already been completely fulfilled or has been otherwise stopped or disabled. (Not used for 'suspended' orders.)"
NOTEQUIV,not equivalent alert,Definition:The therapy being performed is not sufficiently equivalent to the therapy which was requested.
NOTEQUIVGEN,not generically equivalent alert,Definition:The therapy being performed is not generically equivalent (having the identical biological action) to the therapy which was requested.
NOTEQUIVTHER,not therapeutically equivalent alert,Definition:The therapy being performed is not therapeutically equivalent (having the same overall patient effect) to the therapy which was requested.
NOVIP,no unauthorized VIP disclosure,Prohibition on disclosure except to principals with access permission to specific VIP information.
NUMER,numerator,"Criteria for specifying the processes or outcomes expected for each patient, procedure, or other unit of measurement defined in the denominator for proportion measures, or related to (but not directly derived from) the denominator for ratio measures (e.g., a numerator listing the number of central line blood stream infections and a denominator indicating the days per thousand of central line usage in a specific time period)."
NUMEX,numerator exclusions,"Criteria for specifying instances that should not be included in the numerator data. (e.g., if the number of central line blood stream infections per 1000 catheter days were to exclude infections with a specific bacterium, that bacterium would be listed as a numerator exclusion). Numerator Exclusions are used only in ratio eMeasures."
O,In Process,"Used by one system to inform another that the specific container is being processed by the equipment. It is useful as a response to a query about Container Status, when the specific step of the process is not relevant."
ObligationPolicy,obligation policy,"Conveys the mandated workflow action that an information custodian, receiver, or user must perform. Usage Notes: Per ISO 22600-2, ObligationPolicy instances 'are event-triggered and define actions to be performed by manager agent'. Per HL7 Composite Security and Privacy Domain Analysis Model: This value set refers to the action required to receive the permission specified in the privacy rule. Per OASIS XACML, an obligation is an operation specified in a policy or policy that is performed in conjunction with the enforcement of an access control decision."
OBS,Obstetrics,"Provision of care of women during pregnancy, childbirth and immediate postpartum period. Also known as Maternity."
OBSA,Observation Alert,Proposed therapy may be inappropriate or contraindicated due to conditions or characteristics of the patient
OBSANTC,antigen count,Description: Indicates the valid antigen count.
OBSANTV,antigen validity,Description: Indicates whether an antigen is valid or invalid.
OBSENC,observation encounter,"An encounter where the patient usually will start in different encounter, such as one in the emergency department (EMER) but then transition to this type of encounter because they require a significant period of treatment and monitoring to determine whether or not their condition warrants an inpatient admission or discharge. In the majority of cases the decision about admission or discharge will occur within a time period determined by local, regional or national regulation, often between 24 and 48 hours."
OBSOLETE,obsolete record returned,Description: One or more records in the query response have a status of 'obsolete'.
OE,order entry task,A clinician creates a request for a service to be performed for a given patient.
OHSINV,oral health service,A clinical Invoice Grouping consisting of one or more oral health services. Billing for these service(s) are supported by multiple clinical billable events (acts). All items in the Invoice Grouping must be adjudicated together to be acceptable to the Adjudicator.
OINT,intolerance,Hypersensitivity resulting in an adverse reaction upon exposure to an agent.
ONC,Oncology,Provision of treatment and/or diagnosis related to tumors and/or cancer.
ONET,one time,Definition:A list of medications which the patient is intended to be administered only once.
OOJ,out of jurisdiction,The medical service and/or product was provided to a patient that has coverage in another jurisdiction.
OOO,out of office,Premium paid on service fees in compensation for practicing at a location other than normal working location.
OPIOIDUD,opioid use disorder information sensitivity,"Policy for handling information related to opioid use disorders and conditions caused by these disorders, which is afforded heightened confidentiality. Usage Note: If there is a jurisdictional mandate, then use the applicable ActPrivacyLaw code system, and specify the law in addition to this more generic code."
OPTIN,opt-in,"A grantor's assent to the terms of an agreement offered by a grantee without an opportunity for to dissent to any terms. Comment: Acceptance of a grantee's terms pertaining, for example, to permissible activities, purposes of use, handling caveats, expiry date, and revocation policies. Usage Note: Opt-in with no opportunity for a grantor to restrict certain permissions sought by the grantee is considered ""basic consent"". Examples: Healthcare: A patient [grantor] signs a provider's [grantee's] consent directive form, which lists permissible collection, access, use, or disclosure activities, purposes of use, handling caveats, and revocation policies. Non-healthcare: An employee [grantor] signs an employer's [grantee's] non-disclosure and non-compete agreement."
OPTINR,opt-in with restrictions,"A grantor's assent to the grantee's terms of an agreement with an opportunity for to dissent to certain grantor or grantee selected terms. Comment: A grantor dissenting to the grantee's terms of agreement may or may not exercise a right to assent to grantor's pre-approved restrictions or to grantee's selected terms to which a grantor may dissent. Usage Note: Opt-in with restrictions is considered ""granular consent"" because the grantor has an opportunity to narrow the permissions sought by the grantee. Examples: Healthcare: A patient assent to grantee's consent directive terms for collection, access, use, or disclosure of health information, and dissents to disclosure to certain recipients as allowed by the provider's pre-approved restriction list. Non-Healthcare: A cell phone user assents to the cell phone's privacy practices and terms of use, but dissents from location tracking by turning off the cell phone's tracking capability."
OPTOUT,op-out,"A grantor's dissent to the terms of agreement offered by a grantee without an opportunity for to assent to any terms. Comment: Rejection of a grantee's terms of agreement pertaining, for example, to permissible activities, purposes of use, handling caveats, expiry date, and revocation policies. Usage Note: Opt-out with no opportunity for a grantor to permit certain permissions sought by the grantee is considered ""basic consent"". Examples: Healthcare: A patient [grantor] declines to sign a provider's [grantee's] consent directive form, which lists permissible collection, access, use, or disclosure activities, purposes of use, handling caveats, revocation policies, and consequences of not assenting. Non-healthcare: An employee [grantor] refuses to sign an employer's [grantee's] agreement not to join unions or participate in a strike where state law protects employee's collective bargaining rights. A citizen [grantor] refuses to enroll in mandatory government [grantee] health insurance based on religious beliefs, which is an exemption."
OPTOUTE,opt-out with exceptions,"A grantor's dissent to the grantee's terms of agreement except for certain grantor or grantee selected terms. Comment: A rejection of a grantee's terms of agreement while assenting to certain permissions sought by the grantee or requesting approval of additional grantor terms. Usage Note: Opt-out with exceptions is considered a ""granular consent"" because the grantor has an opportunity to accept certain permissions sought by the grantee or request additional grantor terms, while rejecting other grantee terms. Examples: Healthcare: A patient [grantor] dissents to a health information exchange consent directive with the exception of disclosure based on a limited ""time to live"" shared secret [e.g., a token or password], which the patient can give to a provider when seeking care. Non-healthcare: A social media user [grantor] dissents from public access to their account, but assents to access to a circle of friends."
ORCON,no disclosure without originator authorization,Prohibition on disclosure except as permitted by the information originator.
OREV,orders review task,A person reviews a list of orders submitted to a given patient.
ORTHO,orthodontic service,"The service provided is required for orthodontic purposes. If the covered party has orthodontic coverage, then the service may be paid."
OTC,non prescription medicine,Medicines designated in this way may be supplied for patient use without a prescription. The exact form of categorisation will vary in different realms.
P,Private,Accommodations in which there is only 1 bed.
PACOMPT,patient administration compartment,Patient administration members who have access to healthcare consumer information as part of a patient administration workflows. Security Compartment Labels assigned to consumer information used in these workflows should be met or exceeded by the Security Compartment attribute claimed by a participant in a patient administration workflow who is requesting access to that information.
PAF,phenylalanine free,Phenylketonuria diet.
PAINV,preferred accommodation invoice,HealthCare facility preferred accommodation invoice.
PALL,Palliative,Provision of care for patients who are living or dying from an advanced illness.
PAPER,paper documentation to follow,Paper documentation (or other physical format) with supporting or additional information to follow.
PAR,parenteral,"Patient is supplied with parenteral nutrition, typically described in terms of i.v. medications."
PARTRNS,parenteral transmission,Communication of an agent from a living subject or environmental source to a living subject where the acquisition of the agent is not via the alimentary canal.
PAT_ADV_EVNT,patient adverse event,Indicates that the ICSR is describing problems that a patient experienced after receiving a vaccine product.
PATDOC,patient documentation task,A person enters documentation about a given patient.
PATEDUE,patient education entry,A person provides a patient-specific education handout to a patient.
PATINFO,patient information review task,"A person (e.g., clinician, the patient herself) reviews patient information in the electronic medical record."
PATPREF,violates stated preferences,Definition:The proposed therapy goes against preferences or consent constraints recorded in the patient's record.
PATPREFALT,"violates stated preferences, alternate available",Definition:The proposed therapy goes against preferences or consent constraints recorded in the patient's record. An alternate therapy meeting those constraints is available.
PATREPE,pathology report entry task,A pathologist enters a report for a given patient.
PATREPREV,pathology report review task,A person reviews a pathology report of a given patient.
PAY,payment,"The guarantor, who may be the patient, pays the entire charge for a service. Reasons for such action may include: there is no insurance coverage for the service (e.g. cosmetic surgery); the patient wishes to self-pay for the service; or the insurer denies payment for the service due to contractual provisions such as the need for prior authorization."
PAYEE,payee,Transaction counts and value totals by each instance of an invoice payee.
PAYOR,payor,Transaction counts and value totals by each instance of an invoice payor.
PBILLACCT,patient billing account,An account representing charges and credits (financial transactions) for a patient's encounter.
PDNFPPELAT,paid nullified prior-period electronic amount,"Identifies the total net amount of all Invoice Groupings that were paid prior to the specified time period (based on payment date), subsequently nullified in the specified period and submitted electronically."
