code,display,definition
432983009,Specimen from pituitary gland obtained by fine needle aspiration biopsy,Specimen from pituitary gland obtained by fine needle aspiration biopsy (specimen)
432982004,Specimen from peritoneum obtained by fine needle aspiration biopsy,Specimen from peritoneum obtained by fine needle aspiration biopsy (specimen)
432981006,Specimen from eye obtained by fine needle aspiration biopsy,Specimen from eye obtained by fine needle aspiration biopsy (specimen)
432980007,Specimen from epididymis obtained by fine needle aspiration biopsy,Specimen from epididymis obtained by fine needle aspiration biopsy (specimen)
432910000,Specimen from ear obtained by biopsy,Specimen from ear obtained by biopsy (specimen)
432897002,Cytologic material obtained from joint fluid,Cytologic material obtained from joint fluid (specimen)
432865002,Specimen from larynx obtained by fine needle aspiration biopsy,Specimen from larynx obtained by fine needle aspiration biopsy (specimen)
432864003,Specimen from large intestine obtained by fine needle aspiration biopsy,Specimen from large intestine obtained by fine needle aspiration biopsy (specimen)
432825001,Body secretion specimen,Body secretion specimen (specimen)
432657002,Ganglion cyst specimen,Ganglion cyst specimen (specimen)
432608000,Specimen from nasal fossae obtained by biopsy,Specimen from nasal fossae obtained by biopsy (specimen)
432607005,Specimen from mouth obtained by fine needle aspiration biopsy,Specimen from mouth obtained by fine needle aspiration biopsy (specimen)
432441006,Specimen from hydrocele of tunica vaginalis,Specimen from hydrocele of tunica vaginalis (specimen)
432436003,Specimen from hydrocele of spermatic cord,Specimen from hydrocele of spermatic cord (specimen)
432420000,Specimen from ureter obtained by fine needle aspiration biopsy,Specimen from ureter obtained by fine needle aspiration biopsy (specimen)
432419006,Specimen from joint obtained by fine needle aspiration biopsy,Specimen from joint obtained by fine needle aspiration biopsy (specimen)
432385009,Specimen from sympathetic nerve ganglion obtained by biopsy,Specimen from sympathetic nerve ganglion obtained by biopsy (specimen)
432384008,Specimen from stomach obtained by fine needle aspiration biopsy,Specimen from stomach obtained by fine needle aspiration biopsy (specimen)
432383002,Specimen from spleen obtained by fine needle aspiration biopsy,Specimen from spleen obtained by fine needle aspiration biopsy (specimen)
432382007,Specimen from lymph node obtained by fine needle aspiration biopsy,Specimen from lymph node obtained by fine needle aspiration biopsy (specimen)
432146008,Specimen from mesentery obtained by biopsy,Specimen from mesentery obtained by biopsy (specimen)
432145007,Specimen from meninges obtained by biopsy,Specimen from meninges obtained by biopsy (specimen)
432144006,Specimen from mediastinum obtained by fine needle aspiration biopsy,Specimen from mediastinum obtained by fine needle aspiration biopsy (specimen)
432143000,Specimen from penis obtained by fine needle aspiration biopsy,Specimen from penis obtained by fine needle aspiration biopsy (specimen)
432142005,Specimen from penis obtained by biopsy,Specimen from penis obtained by biopsy (specimen)
432141003,Specimen from parathyroid obtained by fine needle aspiration biopsy,Specimen from parathyroid obtained by fine needle aspiration biopsy (specimen)
432140002,Specimen from bronchus obtained by fine needle aspiration biopsy,Specimen from bronchus obtained by fine needle aspiration biopsy (specimen)
432139004,Specimen from brain obtained by biopsy,Specimen from brain obtained by biopsy (specimen)
432136006,Specimen from vulva obtained by fine needle aspiration biopsy,Specimen from vulva obtained by fine needle aspiration biopsy (specimen)
432135005,Specimen from small intestine obtained by fine needle aspiration biopsy,Specimen from small intestine obtained by fine needle aspiration biopsy (specimen)
432134009,Specimen from skin obtained by fine needle aspiration biopsy,Specimen from skin obtained by fine needle aspiration biopsy (specimen)
432099000,Specimen from bladder obtained by fine needle aspiration biopsy,Specimen from bladder obtained by fine needle aspiration biopsy (specimen)
432098008,Specimen from bile duct obtained by fine needle aspiration biopsy,Specimen from bile duct obtained by fine needle aspiration biopsy (specimen)
432097003,Specimen from artery obtained by biopsy,Specimen from artery obtained by biopsy (specimen)
432061007,Specimen from vein obtained by biopsy,Specimen from vein obtained by biopsy (specimen)
432060008,Specimen from uterus obtained by fine needle aspiration biopsy,Specimen from uterus obtained by fine needle aspiration biopsy (specimen)
432059003,Specimen from uterus obtained by biopsy,Specimen from uterus obtained by biopsy (specimen)
432058006,Specimen from skeletal muscle obtained by biopsy,Specimen from skeletal muscle obtained by biopsy (specimen)
432057001,Specimen from seminal vesicle obtained by fine needle aspiration biopsy,Specimen from seminal vesicle obtained by fine needle aspiration biopsy (specimen)
431905001,Swab of building drain,Swab of building drain (specimen)
431889006,Specimen from upper limb obtained by biopsy,Specimen from upper limb obtained by biopsy (specimen)
431886004,Specimen from head and neck structure obtained by fine needle aspiration biopsy,Specimen from head and neck structure obtained by fine needle aspiration biopsy (specimen)
431885000,Specimen from head and neck structure obtained by biopsy,Specimen from head and neck structure obtained by biopsy (specimen)
431884001,Specimen from gallbladder obtained by fine needle aspiration biopsy,Specimen from gallbladder obtained by fine needle aspiration biopsy (specimen)
431776009,Swab of surgical drain,Swab of surgical drain (specimen)
431771004,Ascitic fluid cytologic material,Cytologic material obtained from ascitic fluid (specimen)
431697001,Specimen from spinal cord obtained by biopsy,Specimen from spinal cord obtained by biopsy (specimen)
431696005,Specimen from spermatic cord obtained by fine needle aspiration biopsy,Specimen from spermatic cord obtained by fine needle aspiration biopsy (specimen)
431413009,Specimen from tunica of testis obtained by biopsy,Specimen from tunica of testis obtained by biopsy (specimen)
431412004,Specimen from trunk obtained by biopsy,Specimen from trunk obtained by biopsy (specimen)
431406009,Specimen from pancreas obtained by fine needle aspiration biopsy,Specimen from pancreas obtained by fine needle aspiration biopsy (specimen)
431405008,Specimen from ovary obtained by fine needle aspiration biopsy,Specimen from ovary obtained by fine needle aspiration biopsy (specimen)
431404007,Specimen from bone obtained by fine needle aspiration biopsy,Specimen from bone obtained by fine needle aspiration biopsy (specimen)
431361003,Joint fluid specimen,Joint fluid specimen (specimen)
431235004,Specimen from trachea obtained by fine needle aspiration biopsy,Specimen from trachea obtained by fine needle aspiration biopsy (specimen)
431234000,Specimen from fetus obtained by biopsy,Specimen from fetus obtained by biopsy (specimen)
431233006,Specimen from fallopian tube obtained by fine needle aspiration biopsy,Specimen from fallopian tube obtained by fine needle aspiration biopsy (specimen)
431232001,Specimen from eye region obtained by biopsy,Specimen from eye region obtained by biopsy (specimen)
431205006,Specimen from epididymis obtained by biopsy,Specimen from epididymis obtained by biopsy (specimen)
431196006,Tissue spot,Tissue spot (specimen)
431058008,Lip cytologic material,Lip cytologic material (specimen)
430970004,Core sample of tissue block,Core sample of tissue block (specimen)
430861001,Macroscopic tissue specimen,Macroscopic tissue specimen (specimen)
430856003,Tissue section,Tissue section (specimen)
430855004,Touch preparation cytologic material,Touch preparation cytologic material (specimen)
430408004,Cytologic material obtained from pleural fluid,Cytologic material obtained from pleural fluid (specimen)
430389009,Amniotic fluid cytologic material,Cytologic material obtained from amniotic fluid (specimen)
430387006,"Combined specimen of cytologic material from endocervix, ectocervix, and vaginal fornix","Combined specimen of cytologic material from endocervix, ectocervix, and vaginal fornix (specimen)"
430386002,Spermatozoa cytologic material,Spermatozoa cytologic material (specimen)
430379005,Cytologic material obtained from pericardial fluid,Cytologic material obtained from pericardial fluid (specimen)
430346005,Liquid based cytologic material,Liquid based cytologic material (specimen)
430319000,Specimen from tooth,Specimen from tooth (specimen)
430318008,Urine cytologic material,Cytologic material obtained from urine (specimen)
430312009,Cytologic material obtained from synovial fluid,Cytologic material obtained from synovial fluid (specimen)
430310001,Sputum cytologic material,Cytologic material obtained from sputum (specimen)
430309006,Breast nipple discharge cytologic material,Cytologic material obtained from breast nipple discharge (specimen)
430304001,Specimen from unspecified body site,Specimen from unspecified body site (specimen)
430297000,Cytologic material obtained from unspecified body site,Cytologic material obtained from unspecified body site (specimen)
430268003,Specimen from bone,Specimen from bone (specimen)
430250001,Specimen from peritoneum,Specimen from peritoneum (specimen)
430249001,Specimen from tongue,Specimen from tongue (specimen)
430248009,Specimen from nasopharyngeal structure,Specimen from nasopharyngeal structure (specimen)
430246008,Specimen from upper limb,Specimen from upper limb (specimen)
430245007,Specimen from nasal fossae,Specimen from nasal fossae (specimen)
430244006,Specimen from pericardium,Specimen from pericardium (specimen)
430241003,Ear cytologic material,Ear cytologic material (specimen)
430238007,Specimen from nasal sinus,Specimen from nasal sinus (specimen)
430236006,Specimen from nerve,Specimen from nerve (specimen)
430234009,Specimen from spermatic cord,Specimen from spermatic cord (specimen)
430232008,Specimen from trunk,Specimen from trunk (specimen)
430228002,Specimen from tunica of testis,Specimen from tunica of testis (specimen)
430222001,Specimen from tonsil,Specimen from tonsil (specimen)
430221008,Specimen from spinal cord,Specimen from spinal cord (specimen)
430220009,Specimen from head and neck structure,Specimen from head and neck structure (specimen)
430214008,Specimen from lower limb,Specimen from lower limb (specimen)
430157009,Specimen from meninges,Specimen from meninges (specimen)
430144001,Specimen from larynx,Specimen from larynx (specimen)
430133009,Specimen from lip,Specimen from lip (specimen)
430132004,Specimen from sympathetic nerve ganglion,Specimen from sympathetic nerve ganglion (specimen)
430131006,Specimen from seminal vesicle,Specimen from seminal vesicle (specimen)
430117006,Eye region cytologic material,Eye region cytologic material (specimen)
429836002,Specimen from maxillary sinus obtained by irrigation,Specimen from maxillary sinus obtained by irrigation (specimen)
429832000,Biliary fluid specimen obtained by drainage,Biliary fluid specimen obtained by drainage (specimen)
427558003,Specimen obtained by core needle biopsy,Specimen obtained by core needle biopsy (specimen)
426924005,Specimen obtained by intralesional resection,Specimen obtained by intralesional resection (specimen)
426815000,Specimen obtained by marginal resection,Specimen obtained by marginal resection (specimen)
425804000,Specimen obtained by wide resection,Specimen obtained by wide resection (specimen)
423696009,Specimen from appendix and colon obtained by appendicectomy and right colectomy,Specimen from appendix and colon obtained by appendectomy and right colectomy (specimen)
423671006,Specimen from peritoneal tumor implant,Specimen from peritoneal tumor implant (specimen)
422991009,Specimen from appendix and right colon obtained by appendicectomy and right hemicolectomy,Specimen from appendix and right colon obtained by appendectomy and right hemicolectomy (specimen)
421615004,Specimen from appendix obtained by appendicectomy,Specimen from appendix obtained by appendectomy (specimen)
420548004,Specimen from mass,Specimen from mass lesion (specimen)
419695002,Environmental swab,Environmental swab (specimen)
418932006,Oral swab,Oral swab (specimen)
418564007,Pleural fluid specimen,Pleural fluid specimen (specimen)
415563002,Specimen from pancreas obtained by excisional biopsy,Specimen from pancreas obtained by excisional biopsy (specimen)
415293009,Respiratory secretion,Respiratory secretion (specimen)
410729004,Amniocentesis fluid specimen,Amniocentesis fluid specimen (specimen)
410581002,Upper respiratory fluid specimen,Upper respiratory fluid specimen (specimen)
410580001,Respiratory fluid specimen,Respiratory fluid specimen (specimen)
409876003,Oral mucosal transudate specimen,Oral mucosal transudate specimen (specimen)
409821005,Timed urine specimen,Timed urine specimen (specimen)
408654003,Specimen obtained by amputation,Specimen obtained by amputation (specimen)
406101006,Tissue specimen from axilla,Tissue specimen from axilla (specimen)
405902005,Specimen obtained by radical excision,Specimen obtained by radical excision (specimen)
404643001,Sputum smear specimen,Sputum smear specimen (specimen)
399752001,Specimen from anus obtained by abdominoperineal resection,Specimen from anus obtained by abdominoperineal resection (specimen)
399751008,Specimen from uterus obtained by dilation and curettage,Specimen from uterus obtained by dilation and curettage (specimen)
399747006,Specimen from salivary gland,Specimen from salivary gland (specimen)
399741007,Specimen from kidney obtained by radical nephrectomy,Specimen from kidney obtained by radical nephrectomy (specimen)
399735000,Specimen from eye obtained by limited exenteration,Specimen from eye obtained by limited exenteration (specimen)
399732002,Specimen from central nervous system obtained by partial excision of tumor,Specimen from central nervous system obtained by partial excision of tumor (specimen)
399731009,Specimen from anus obtained by excision of anal polyp,Specimen from anus obtained by excision of anal polyp (specimen)
399728008,Specimen from central nervous system obtained by stereotactically guided core needle biopsy,Specimen from central nervous system obtained by stereotactically guided core needle biopsy (specimen)
399713008,Specimen from uterine cervix obtained by cone biopsy,Specimen from uterine cervix obtained by cone biopsy (specimen)
399693002,Total parotidectomy specimen,Total parotidectomy specimen (specimen)
399689008,Specimen from thyroid obtained by thyroidectomy,Specimen from thyroid obtained by thyroidectomy (specimen)
399680007,Specimen from thyroid,Specimen from thyroid (specimen)
399672000,Tissue specimen from thoracic mesothelium,Tissue specimen from thoracic mesothelium (specimen)
399661005,Specimen from pelvic lymphadenectomy,Specimen from pelvic lymphadenectomy (specimen)
399658009,Trophoblastic tissue obtained by hysterectomy,Trophoblastic tissue obtained by hysterectomy (specimen)
399657004,Tissue specimen from trophoblast,Tissue specimen from trophoblast (specimen)
399649002,Specimen from regional lymph node obtained by lymphadenectomy,Specimen from regional lymph node obtained by lymphadenectomy (specimen)
399645008,Tissue specimen from major salivary gland,Tissue specimen from major salivary gland (specimen)
399640003,Specimen from retina obtained by limited exenteration of eye,Specimen from retina obtained by limited exenteration of eye (specimen)
399633004,Specimen from thymus gland obtained by biopsy,Specimen from thymus gland obtained by biopsy (specimen)
399629006,Specimen from stomach obtained by gastrectomy,Specimen from stomach obtained by gastrectomy (specimen)
399624001,Tissue specimen from ureter,Tissue specimen from ureter (specimen)
399622002,Specimen from thyroid obtained by total thyroidectomy,Specimen from thyroid obtained by total thyroidectomy (specimen)
399619004,Tissue specimen from uvea,Tissue specimen from uvea (specimen)
399614009,Specimen from central nervous system obtained by total resection of tumour,Specimen from central nervous system obtained by total resection of tumor (specimen)
399603006,Specimen from retina obtained by complete exenteration of eye,Specimen from retina obtained by complete exenteration of eye (specimen)
399572009,Tissue specimen from thymus gland,Tissue specimen from thymus gland (specimen)
399559008,Specimen from uvea obtained by enucleation of eye,Specimen from uvea obtained by enucleation of eye (specimen)
399551006,Specimen from central nervous system obtained by open biopsy,Specimen from central nervous system obtained by open biopsy (specimen)
399542003,Tissue specimen from central nervous system,Tissue specimen from central nervous system (specimen)
399541005,Tissue specimen from extrahepatic bile duct,Tissue specimen from extrahepatic bile duct (specimen)
399532000,Tissue specimen from renal pelvis,Tissue specimen from renal pelvis (specimen)
399526005,Specimen from major salivary gland,Specimen from major salivary gland (specimen)
399512001,Specimen from retina obtained by enucleation of eye,Specimen from retina obtained by enucleation of eye (specimen)
399502008,Trophoblastic tissue obtained by pelvic exenteration,Trophoblastic tissue obtained by pelvic exenteration (specimen)
399499009,Specimen from uvea obtained by complete exenteration of eye,Specimen from uvea obtained by complete exenteration of eye (specimen)
399492000,Tissue specimen from lung,Tissue specimen from lung (specimen)
399486006,Tissue specimen from vulva,Tissue specimen from vulva (specimen)
399484009,Superficial parotidectomy specimen,Superficial parotidectomy specimen (specimen)
399467003,Specimen from uvea obtained by limited exenteration of eye,Specimen from uvea obtained by limited exenteration of eye (specimen)
399460001,Specimen from extrahepatic bile duct,Specimen from extrahepatic bile duct (specimen)
399451009,Tissue specimen from retina,Tissue specimen from retina (specimen)
399447007,Trophoblastic tissue obtained by radical hysterectomy,Trophoblastic tissue obtained by radical hysterectomy (specimen)
399443006,Specimen from eye obtained by complete exenteration,Specimen from eye obtained by complete exenteration (specimen)
399440009,Specimen from ureter obtained by nephroureterectomy,Specimen from ureter obtained by nephroureterectomy (specimen)
399436000,Specimen from central nervous system,Specimen from central nervous system (specimen)
399411006,Specimen from trophoblast,Specimen from trophoblast (specimen)
399407000,Specimen from ureter obtained by ureterectomy,Specimen from ureter obtained by ureterectomy (specimen)
399402006,Specimen from ureter,Specimen from ureter (specimen)
399396003,Trophoblastic tissue obtained from uterus by dilation and curettage,Trophoblastic tissue obtained from uterus by dilation and curettage (specimen)
399388008,Specimen from left fallopian tube obtained by hysterectomy with salpingo-oophorectomy,Specimen from left fallopian tube obtained by hysterectomy with salpingo-oophorectomy (specimen)
397483006,Specimen from extrahepatic bile duct obtained by segmental resection of bile ducts,Specimen from extrahepatic bile duct obtained by segmental resection of bile ducts (specimen)
397482001,Specimen from extrahepatic bile duct obtained by pancreaticoduodenectomy,Specimen from extrahepatic bile duct obtained by pancreaticoduodenectomy (specimen)
397462000,Specimen from pericardium obtained by pericardial resection,Specimen from pericardium obtained by pericardial resection (specimen)
397458006,Specimen from thoracic mesothelium obtained by open thoracotomy,Specimen from thoracic mesothelium obtained by open thoracotomy (specimen)
397457001,Specimen from thoracic mesothelium,Specimen from thoracic mesothelium (specimen)
397456005,Specimen from thoracic mesothelium obtained by thoracoscopic biopsy,Specimen from thoracic mesothelium obtained by thoracoscopic biopsy (specimen)
397455009,Specimen from thoracic mesothelium obtained by percutaneous needle biopsy,Specimen from thoracic mesothelium obtained by percutaneous needle biopsy (specimen)
397438005,Specimen from lymph node obtained by staging laparotomy,Specimen from lymph node obtained by staging laparotomy (specimen)
397436009,Specimen obtained by lymphadenectomy,Specimen obtained by lymphadenectomy (specimen)
397334006,Specimen from left fallopian tube obtained by salpingectomy,Specimen from left fallopian tube obtained by salpingectomy (specimen)
397333000,Specimen from right fallopian tube obtained by salpingectomy,Specimen from right fallopian tube obtained by salpingectomy (specimen)
397326000,Specimen from right fallopian tube obtained by hysterectomy with salpingo-oophorectomy,Specimen from right fallopian tube obtained by hysterectomy with salpingo-oophorectomy (specimen)
397246008,Specimen from ovary obtained by hysterectomy with left salpingo-oophorectomy,Specimen from ovary obtained by hysterectomy with left salpingo-oophorectomy (specimen)
397245007,Specimen from ovary obtained by hysterectomy with right salpingo-oophorectomy,Specimen from ovary obtained by hysterectomy with right salpingo-oophorectomy (specimen)
397235005,Specimen from renal pelvis obtained by complete nephroureterectomy,Specimen from renal pelvis obtained by complete nephroureterectomy (specimen)
397234009,Specimen from renal pelvis obtained by partial nephroureterectomy,Specimen from renal pelvis obtained by partial nephroureterectomy (specimen)
397233003,Specimen from renal pelvis,Specimen from renal pelvis (specimen)
397232008,Specimen from renal pelvis obtained by nephroureterectomy,Specimen from renal pelvis obtained by nephroureterectomy (specimen)
397221008,Specimen from renal pelvis obtained by biopsy,Specimen from renal pelvis obtained by biopsy (specimen)
397199005,Specimen from breast obtained by excision,Specimen from breast obtained by excision (specimen)
397136001,Specimen from inguinofemoral lymphadenectomy,Specimen from inguinofemoral lymphadenectomy (specimen)
397135002,Specimen from pelvic lymph node,Specimen from pelvic lymph node (specimen)
397134003,Specimen from vulva obtained by radical vulvectomy,Specimen from vulva obtained by radical vulvectomy (specimen)
397133009,Specimen from vulva obtained by total vulvectomy,Specimen from vulva obtained by total vulvectomy (specimen)
397132004,Specimen from vulva obtained by partial vulvectomy,Specimen from vulva obtained by partial vulvectomy (specimen)
397131006,Specimen from vulva obtained by wide excision,Specimen from vulva obtained by wide excision (specimen)
397130007,Specimen from vulva obtained by local excision,Specimen from vulva obtained by local excision (specimen)
397129002,Specimen from vulva,Specimen from vulva (specimen)
397111007,Specimen from vagina obtained by partial vaginectomy,Specimen from vagina obtained by partial vaginectomy (specimen)
397078009,Specimen obtained by excisional biopsy,Specimen obtained by excisional biopsy (specimen)
397077004,Specimen obtained by incisional biopsy,Specimen obtained by incisional biopsy (specimen)
397056002,Specimen from small intestine obtained by Whipple resection,Specimen from small intestine obtained by Whipple resection (specimen)
397055003,Specimen from small intestine obtained by segmental resection,Specimen from small intestine obtained by segmental resection (specimen)
397053005,Specimen from small intestine obtained by polypectomy,Specimen from small intestine obtained by polypectomy (specimen)
396999004,Specimen from bone marrow obtained by biopsy,Specimen from bone marrow obtained by biopsy (specimen)
396998007,Specimen from bone marrow obtained by aspiration and biopsy,Specimen from bone marrow obtained by aspiration and biopsy (specimen)
396997002,Specimen from bone marrow obtained by aspiration,Specimen from bone marrow obtained by aspiration (specimen)
396928004,Specimen from eye obtained by enucleation,Specimen from eye obtained by enucleation (specimen)
396906004,Specimen from thymus gland obtained by video assisted thoracotomy,Specimen from thymus gland obtained by video assisted thoracotomy (specimen)
396904001,Specimen from thymus gland obtained by limited thoracotomy,Specimen from thymus gland obtained by limited thoracotomy (specimen)
396902002,Specimen from thymus gland obtained by transthoracic needle biopsy,Specimen from thymus gland obtained by transthoracic needle biopsy (specimen)
396900005,Specimen from thymus gland obtained by needle biopsy using computed tomography guidance,Specimen from thymus gland obtained by needle biopsy using computed tomography guidance (specimen)
396899000,Specimen from thymus gland obtained by fine needle aspiration biopsy,Specimen from thymus gland obtained by fine needle aspiration biopsy (specimen)
396898008,Specimen from thymus gland obtained by thoracotomy,Specimen from thymus gland obtained by thoracotomy (specimen)
396897003,Specimen from thymus gland obtained by transcervical thymectomy,Specimen from thymus gland obtained by transcervical thymectomy (specimen)
396896007,Specimen from thymus gland,Specimen from thymus gland (specimen)
396807009,"Specimen from pancreas obtained by pancreaticoduodenectomy, total pancreatectomy","Specimen from pancreas obtained by pancreaticoduodenectomy, total pancreatectomy (specimen)"
396806000,"Specimen from pancreas obtained by pancreaticoduodenectomy, partial pancreatectomy","Specimen from pancreas obtained by pancreaticoduodenectomy, partial pancreatectomy (specimen)"
396805001,"Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy, total pancreatectomy","Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy, total pancreatectomy (specimen)"
396804002,"Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy, partial pancreatectomy","Specimen from pancreas obtained by pylorus sparing pancreaticoduodenectomy, partial pancreatectomy (specimen)"
396685001,Specimen from urinary bladder obtained by radical cystectomy,Specimen from urinary bladder obtained by radical cystectomy (specimen)
396527000,Specimen from adrenal gland obtained by total adrenalectomy,Specimen from adrenal gland obtained by total adrenalectomy (specimen)
396526009,Specimen from adrenal gland obtained by partial adrenalectomy,Specimen from adrenal gland obtained by partial adrenalectomy (specimen)
396525008,Specimen from adrenal gland obtained by needle biopsy,Specimen from adrenal gland obtained by needle biopsy (specimen)
396483002,Specimen from skin obtained by shave excision,Specimen from skin obtained by shave excision (specimen)
396481000,Specimen from explanted liver,Specimen from explanted liver (specimen)
396480004,Specimen from liver obtained by total left lobectomy,Specimen from liver obtained by total left lobectomy (specimen)
396479002,Specimen from liver obtained by left lateral segmentectomy,Specimen from liver obtained by left lateral segmentectomy (specimen)
396478005,Specimen from liver obtained by medial segmentectomy,Specimen from liver obtained by medial segmentectomy (specimen)
396477000,Specimen from liver obtained by extended right lobectomy,Specimen from liver obtained by extended right lobectomy (specimen)
396476009,Specimen from liver obtained by right lobectomy,Specimen from liver obtained by right lobectomy (specimen)
396359006,Lymph node from regional lymph node dissection,Lymph node from regional lymph node dissection (specimen)
396358003,Specimen from skin obtained by wide re-excision,Specimen from skin obtained by wide re-excision (specimen)
396357008,Specimen from skin obtained by elliptical re-excision,Specimen from skin obtained by elliptical re-excision (specimen)
396356004,Specimen from skin obtained by re-excision,Specimen from skin obtained by re-excision (specimen)
396355000,Specimen from skin obtained by excision,Specimen from skin obtained by excision (specimen)
396354001,Specimen from skin obtained by wide excision,Specimen from skin obtained by wide excision (specimen)
396353007,Specimen from skin obtained by elliptical excision,Specimen from skin obtained by elliptical excision (specimen)
396273004,Specimen from uterine cervix obtained by excision of cervix,Specimen from uterine cervix obtained by excision of cervix (specimen)
385340002,"Specimen from anus obtained by transanal disk excision, fragmented","Specimen from anus obtained by transanal disk excision, fragmented (specimen)"
385339004,"Specimen from anus obtained by transanal disk excision, intact","Specimen from anus obtained by transanal disk excision, intact (specimen)"
385338007,Specimen from anus obtained by transanal disk excision,Specimen from anus obtained by transanal disk excision (specimen)
384820007,Specimen from prostate obtained by transurethral resection,Specimen from prostate obtained by transurethral resection (specimen)
384819001,Specimen from prostate obtained by needle biopsy,Specimen from prostate obtained by needle biopsy (specimen)
384747005,Specimen from lung obtained by needle biopsy using computed tomography guidance,Specimen from lung obtained by needle biopsy using computed tomography guidance (specimen)
384746001,Specimen from lung obtained by wedge biopsy,Specimen from lung obtained by wedge biopsy (specimen)
384744003,Lymph node from sentinel lymph node dissection and axillary dissection,Lymph node from sentinel lymph node dissection and axillary dissection (specimen)
373826004,Surgical excision specimen,Surgical excision specimen (specimen)
373193000,Lymph node from sentinel lymph node dissection,Lymph node from sentinel lymph node dissection (specimen)
373192005,Lymph node from axillary dissection,Lymph node from axillary dissection (specimen)
373103009,Breast cytologic material obtained by incisional biopsy,Breast cytologic material obtained by incisional biopsy (specimen)
373102004,Specimen from breast obtained by image guided core biopsy,Specimen from breast obtained by image guided core biopsy (specimen)
373101006,Breast cytologic material obtained by percutaneous core biopsy,Breast cytologic material obtained by percutaneous core biopsy (specimen)
371784004,Body parts for identification,Body parts for identification (specimen)
371783005,Human tissue for identification,Human tissue for identification (specimen)
371782000,Human bone for identification,Human bone for identification (specimen)
371780008,Specimen for identification,Specimen for identification (specimen)
370108001,Extrahepatic bile duct cytologic material,Extrahepatic bile duct cytologic material (specimen)
369618002,Tissue specimen obtained from vulva by biopsy,Tissue specimen obtained from vulva by biopsy (specimen)
369617007,Tissue specimen obtained from gallbladder by cholecystectomy with partial hepatectomy,Tissue specimen obtained from gallbladder by cholecystectomy with partial hepatectomy (specimen)
369616003,Tissue specimen obtained from gallbladder by biopsy,Tissue specimen obtained from gallbladder by biopsy (specimen)
369615004,Tissue specimen obtained from extrahepatic bile ducts by choledochal cyst resection,Tissue specimen obtained from extrahepatic bile ducts by choledochal cyst resection (specimen)
369614000,Tissue specimen obtained from extrahepatic bile ducts by biopsy,Tissue specimen obtained from extrahepatic bile ducts by biopsy (specimen)
369613006,Tissue specimen obtained for Hodgkin's disease by biopsy,Tissue specimen obtained for Hodgkin's disease by biopsy (specimen)
369611008,Tissue specimen obtained from small intestine by biopsy,Tissue specimen obtained from small intestine by biopsy (specimen)
363329003,Tissue specimen from respiratory system,Tissue specimen from respiratory system (specimen)
363328006,Tissue specimen from digestive system,Tissue specimen from digestive system (specimen)
363311008,Specimen from digestive system,Specimen from digestive system (specimen)
312494007,Vaginal vault smear specimen,Vaginal vault smear specimen (specimen)
309549006,Minor salivary gland specimen,Minor salivary gland specimen (specimen)
309548003,Breast duct specimen,Breast duct specimen (specimen)
309547008,Segmentectomy breast specimen,Segmentectomy breast specimen (specimen)
309546004,Lumpectomy breast specimen,Lumpectomy breast specimen (specimen)
309508006,Soft tissue lesion fine needle aspirate specimen,Soft tissue lesion fine needle aspirate specimen (specimen)
309507001,Muscle biopsy specimen,Muscle biopsy specimen (specimen)
309506005,Skin excision biopsy specimen,Skin excision biopsy specimen (specimen)
309505009,Skin incision biopsy specimen,Skin incision biopsy specimen (specimen)
309504008,Skin punch biopsy specimen,Skin punch biopsy specimen (specimen)
309503002,Breast nipple discharge specimen,Breast nipple discharge specimen (specimen)
309502007,Fetus specimen,Fetus specimen (specimen)
309501000,Hysterectomy specimen,Hysterectomy specimen (specimen)
309499008,Foreskin biopsy specimen,Foreskin biopsy specimen (specimen)
309498000,Partial nephrectomy specimen,Partial nephrectomy specimen (specimen)
309497005,Total nephrectomy specimen,Total nephrectomy specimen (specimen)
309496001,Omentectomy specimen,Omentectomy specimen (specimen)
309495002,Omentum tissue specimen,Omentum tissue specimen (specimen)
309494003,Ampulla of Vater biopsy specimen,Ampulla of Vater biopsy specimen (specimen)
309493009,Bile duct biopsy specimen,Bile duct biopsy specimen (specimen)
309491006,Biliary tract tissue specimen,Biliary tract tissue specimen (specimen)
309490007,Specimen from pancreas obtained by excision,Specimen from pancreas obtained by excision (specimen)
309489003,Anterior resection of rectum specimen,Anterior resection of rectum specimen (specimen)
309488006,Partial colectomy specimen,Partial colectomy specimen (specimen)
309487001,Total colectomy specimen,Total colectomy specimen (specimen)
309486005,Excised submandibular gland specimen,Excised submandibular gland specimen (specimen)
309485009,Excised sublingual gland specimen,Excised sublingual gland specimen (specimen)
309484008,Parotidectomy specimen,Parotidectomy specimen (specimen)
309483002,Lip biopsy specimen,Lip biopsy specimen (specimen)
309482007,Frozen section lymph node specimen,Frozen section lymph node specimen (specimen)
309481000,Temporal artery specimen,Temporal artery specimen (specimen)
309480004,Vein specimen,Vein specimen (specimen)
309479002,Artery specimen,Artery specimen (specimen)
309478005,Thrombus specimen,Thrombus specimen (specimen)
309476009,Neck block dissection specimen,Neck block dissection specimen (specimen)
309293007,Placenta biopsy specimen,Placenta biopsy specimen (specimen)
309292002,Ovarian fluid specimen,Ovarian fluid specimen (specimen)
